mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_learning_rate,param_optimizer,param_units,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
25.444963455200195,0.10807156562805176,9.190624952316284,1.2346632480621338,64,0.001,Adam,"[256, 128, 64]","{'batch_size': 64, 'learning_rate': 0.001, 'optimizer': 'Adam', 'units': [256, 128, 64]}",-0.035227953595977725,-0.042143559152043715,-0.03868575637401072,0.003457802778032995,4
24.27158033847809,1.6433206796646118,5.394551038742065,0.00758814811706543,64,0.001,Adam,"[256, 128, 32]","{'batch_size': 64, 'learning_rate': 0.001, 'optimizer': 'Adam', 'units': [256, 128, 32]}",-0.03511798235648842,-0.03335074117847667,-0.03423436176748254,0.000883620589005877,1
19.23319447040558,2.8292664289474487,3.7473384141921997,0.1609724760055542,64,0.001,Adam,"[128, 64, 32]","{'batch_size': 64, 'learning_rate': 0.001, 'optimizer': 'Adam', 'units': [128, 64, 32]}",-0.04243606039598397,-0.04673178684900379,-0.04458392362249388,0.002147863226509908,8
16.600404977798462,0.05724501609802246,3.8703161478042603,0.013827919960021973,64,0.001,Adam,"[128, 64, 16]","{'batch_size': 64, 'learning_rate': 0.001, 'optimizer': 'Adam', 'units': [128, 64, 16]}",-0.04601236145905781,-0.045638930956541875,-0.045825646207799844,0.00018671525125796631,9
14.212927460670471,0.34557950496673584,3.0967129468917847,0.030090928077697754,64,0.001,Adam,"[64, 64, 32]","{'batch_size': 64, 'learning_rate': 0.001, 'optimizer': 'Adam', 'units': [64, 64, 32]}",-0.05282777671665832,-0.04543122840988064,-0.04912950256326948,0.0036982741533888412,12
13.548966407775879,0.7244763374328613,2.886244058609009,0.004072904586791992,64,0.001,Adam,"[64, 32, 16]","{'batch_size': 64, 'learning_rate': 0.001, 'optimizer': 'Adam', 'units': [64, 32, 16]}",-0.057253651186235495,-0.07310472593601111,-0.0651791885611233,0.007925537374887808,23
24.031087040901184,3.500404953956604,5.807484984397888,0.44925010204315186,64,0.001,Nadam,"[256, 128, 64]","{'batch_size': 64, 'learning_rate': 0.001, 'optimizer': 'Nadam', 'units': [256, 128, 64]}",-0.04256172090915033,-0.042359356477026135,-0.04246053869308823,0.00010118221606209704,6
27.74916899204254,0.517029881477356,5.665604591369629,0.055028676986694336,64,0.001,Nadam,"[256, 128, 32]","{'batch_size': 64, 'learning_rate': 0.001, 'optimizer': 'Nadam', 'units': [256, 128, 32]}",-0.046501087955577974,-0.040581625154096225,-0.043541356554837096,0.0029597314007408747,7
21.24307346343994,0.041086435317993164,7.4747185707092285,2.5298943519592285,64,0.001,Nadam,"[128, 64, 32]","{'batch_size': 64, 'learning_rate': 0.001, 'optimizer': 'Nadam', 'units': [128, 64, 32]}",-0.05248168203960923,-0.03945583773243382,-0.045968759886021525,0.0065129221535877024,10
17.208528995513916,0.6980392932891846,7.270951509475708,3.1314425468444824,64,0.001,Nadam,"[128, 64, 16]","{'batch_size': 64, 'learning_rate': 0.001, 'optimizer': 'Nadam', 'units': [128, 64, 16]}",-0.059889677311831396,-0.04766041920626459,-0.053775048259048,0.0061146290527834025,13
15.626109838485718,0.661884069442749,4.050341963768005,0.30482590198516846,64,0.001,Nadam,"[64, 64, 32]","{'batch_size': 64, 'learning_rate': 0.001, 'optimizer': 'Nadam', 'units': [64, 64, 32]}",-0.07253101381289517,-0.04062274363450656,-0.05657687872370087,0.015954135089194306,16
15.065815567970276,0.0022693872451782227,5.174019455909729,1.220274567604065,64,0.001,Nadam,"[64, 32, 16]","{'batch_size': 64, 'learning_rate': 0.001, 'optimizer': 'Nadam', 'units': [64, 32, 16]}",-0.061863557334843805,-0.07392962738788894,-0.06789659236136637,0.006033035026522568,24
28.374017357826233,5.121755480766296,6.666118502616882,0.5480684041976929,64,0.001,RMSprop,"[256, 128, 64]","{'batch_size': 64, 'learning_rate': 0.001, 'optimizer': 'RMSprop', 'units': [256, 128, 64]}",-0.03572194587015882,-0.04017649514105659,-0.0379492205056077,0.002227274635448886,2
30.6251300573349,1.2347880601882935,6.54426646232605,0.20524239540100098,64,0.001,RMSprop,"[256, 128, 32]","{'batch_size': 64, 'learning_rate': 0.001, 'optimizer': 'RMSprop', 'units': [256, 128, 32]}",-0.037493980843951474,-0.039598660884590436,-0.038546320864270955,0.001052340020319481,3
22.92422890663147,0.016214847564697266,4.410696506500244,0.391277551651001,64,0.001,RMSprop,"[128, 64, 32]","{'batch_size': 64, 'learning_rate': 0.001, 'optimizer': 'RMSprop', 'units': [128, 64, 32]}",-0.03508070722735123,-0.04722016640456562,-0.041150436815958424,0.006069729588607194,5
18.265095591545105,0.35806238651275635,3.966578483581543,0.10805654525756836,64,0.001,RMSprop,"[128, 64, 16]","{'batch_size': 64, 'learning_rate': 0.001, 'optimizer': 'RMSprop', 'units': [128, 64, 16]}",-0.056602206059968484,-0.0397976518982951,-0.04819992897913179,0.008402277080836691,11
16.173267483711243,0.3243457078933716,4.091264486312866,0.8249175548553467,64,0.001,RMSprop,"[64, 64, 32]","{'batch_size': 64, 'learning_rate': 0.001, 'optimizer': 'RMSprop', 'units': [64, 64, 32]}",-0.05718485892766349,-0.05236005758985415,-0.05477245825875882,0.00241240066890467,15
17.051751852035522,0.0597691535949707,3.5821090936660767,0.2642718553543091,64,0.001,RMSprop,"[64, 32, 16]","{'batch_size': 64, 'learning_rate': 0.001, 'optimizer': 'RMSprop', 'units': [64, 32, 16]}",-0.04943450166152846,-0.07218984328030907,-0.06081217247091877,0.011377670809390304,17
