loss,mean_absolute_percentage_error,mean_squared_error,val_loss,val_mean_absolute_percentage_error,val_mean_squared_error
0.01024000346660614,4492.4404296875,0.01024000346660614,0.0006370503688231111,4.087405681610107,0.0006370503688231111
0.00027609890094026923,1776.7764892578125,0.00027609890094026923,0.0003562810306902975,2.0651817321777344,0.0003562810306902975
0.00026028501451946795,519.7676391601562,0.00026028501451946795,0.00039726836257614195,2.5370335578918457,0.00039726836257614195
0.0002472813066560775,899.9927978515625,0.0002472813066560775,0.0006052973913028836,4.179576396942139,0.0006052973913028836
0.0002845255075953901,750.8948974609375,0.0002845255075953901,0.00032599663245491683,1.6868857145309448,0.00032599663245491683
0.0002629038935992867,727.8787231445312,0.0002629038935992867,0.0003095242427662015,1.3851706981658936,0.0003095242427662015
0.0002572641824372113,41.00446319580078,0.0002572641824372113,0.0003667461278382689,2.2891457080841064,0.0003667461278382689
0.0002531189820729196,853.3746948242188,0.0002531189820729196,0.0003773899807129055,2.2979047298431396,0.0003773899807129055
0.0002690670662559569,1149.1722412109375,0.0002690670662559569,0.0003234991163481027,1.643817663192749,0.0003234991163481027
0.0002567014016676694,1689.44482421875,0.0002567014016676694,0.0003782666753977537,2.339221954345703,0.0003782666753977537
0.00027686930843628943,456.22332763671875,0.00027686930843628943,0.0003222028608433902,1.4709746837615967,0.0003222028608433902
0.0002638204023241997,21.00920295715332,0.0002638204023241997,0.0009174908045679331,5.692375183105469,0.0009174908045679331
0.0002810494042932987,745.3767700195312,0.0002810494042932987,0.00033400673419237137,1.610266089439392,0.00033400673419237137
0.0002615937846712768,213.01870727539062,0.0002615937846712768,0.0003275220806244761,1.5110344886779785,0.0003275220806244761
0.0002576002152636647,1019.5087280273438,0.0002576002152636647,0.0004375398566480726,2.89831805229187,0.0004375398566480726
0.00025333467056043446,20.422971725463867,0.00025333467056043446,0.00030301351216621697,1.4097117185592651,0.00030301351216621697
0.0002476567751727998,88.07252502441406,0.0002476567751727998,0.0003376504173502326,1.5741758346557617,0.0003376504173502326
0.00028346519684419036,186.59332275390625,0.00028346519684419036,0.0003191842988599092,1.6962511539459229,0.0003191842988599092
0.00027535296976566315,1467.7213134765625,0.00027535296976566315,0.0003276247007306665,1.699838638305664,0.0003276247007306665
0.00025417946744710207,14.983402252197266,0.00025417946744710207,0.00037525364314205945,2.1709725856781006,0.00037525364314205945
0.000244057722738944,518.7909545898438,0.000244057722738944,0.0003146369126625359,1.5944668054580688,0.0003146369126625359
0.00026462794630788267,78.7882308959961,0.00026462794630788267,0.00031666879658587277,1.416381597518921,0.00031666879658587277
0.00026863362290896475,807.9993286132812,0.00026863362290896475,0.00047966474085114896,3.190418004989624,0.00047966474085114896
0.0002527243923395872,129.348876953125,0.0002527243923395872,0.0003934306150767952,2.311605215072632,0.0003934306150767952
0.00024903027224354446,286.31341552734375,0.00024903027224354446,0.00041307773790322244,2.502230644226074,0.00041307773790322244
0.0002518723194953054,30.72308349609375,0.0002518723194953054,0.00036909544724039733,2.2413737773895264,0.00036909544724039733
0.00024518577265553176,723.50390625,0.00024518577265553176,0.00034321914426982403,1.729968786239624,0.00034321914426982403
0.0002576948900241405,661.447998046875,0.0002576948900241405,0.00035115008358843625,1.7837284803390503,0.00035115008358843625
0.000244625291088596,22.337114334106445,0.000244625291088596,0.00033870048355311155,1.629237174987793,0.00033870048355311155
0.00026229963987134397,795.9601440429688,0.00026229963987134397,0.0003466980124358088,1.4487462043762207,0.0003466980124358088
0.0002507674798835069,236.73046875,0.0002507674798835069,0.00035281237796880305,1.8044309616088867,0.00035281237796880305
0.00025165514671243727,704.6510620117188,0.00025165514671243727,0.0003931312821805477,2.2692501544952393,0.0003931312821805477
0.000247157528065145,386.6490173339844,0.000247157528065145,0.00034897270961664617,1.6727691888809204,0.00034897270961664617
0.0002443835837766528,226.3131561279297,0.0002443835837766528,0.0003560971235856414,1.7639435529708862,0.0003560971235856414
0.00024703299277462065,105.56739807128906,0.00024703299277462065,0.0006223538075573742,4.210494041442871,0.0006223538075573742
0.0002431763568893075,618.8604125976562,0.0002431763568893075,0.0003711929894052446,1.8324793577194214,0.0003711929894052446
0.0002426265855319798,128.38453674316406,0.0002426265855319798,0.00034751970088109374,1.6788156032562256,0.00034751970088109374
0.00023759264149703085,150.43157958984375,0.00023759264149703085,0.00039259984623640776,2.0434672832489014,0.00039259984623640776
0.0002468530146870762,95.4078369140625,0.0002468530146870762,0.0003301027463749051,1.9629677534103394,0.0003301027463749051
0.0002454702917020768,249.60379028320312,0.0002454702917020768,0.0005996152176521719,3.9591715335845947,0.0005996152176521719
0.0002427646249998361,512.0882568359375,0.0002427646249998361,0.00048352836165577173,3.158137559890747,0.00048352836165577173
0.0002362462255405262,552.5716552734375,0.0002362462255405262,0.0004009409749414772,2.176419973373413,0.0004009409749414772
0.00022951699793338776,1115.6575927734375,0.00022951699793338776,0.0003620865463744849,1.8101006746292114,0.0003620865463744849
0.00024194373690988868,259.50689697265625,0.00024194373690988868,0.00034298651735298336,1.6601293087005615,0.00034298651735298336
0.000219733061385341,630.2543334960938,0.000219733061385341,0.000377402117010206,1.8123693466186523,0.000377402117010206
0.00022341580188367516,99.25283813476562,0.00022341580188367516,0.0003575110458768904,1.8475168943405151,0.0003575110458768904
0.00022115670435596257,524.072998046875,0.00022115670435596257,0.00037152005825191736,1.87252938747406,0.00037152005825191736
0.000231618745601736,181.1720733642578,0.000231618745601736,0.00033929821802303195,1.5720072984695435,0.00033929821802303195
0.00022514091688208282,598.1934204101562,0.00022514091688208282,0.0003700100933201611,1.8987749814987183,0.0003700100933201611
0.0002501434355508536,398.5105895996094,0.0002501434355508536,0.00040275268838740885,2.316657304763794,0.00040275268838740885
