Mean Test Score,Standard Deviation,Parameters
-0.05425296677041137,0.002943211768732832,"{'batch_size': 128, 'learning_rate': 0.001, 'optimizer': 'RMSprop', 'units': 16}"
-0.05674009858089581,0.01924737403811471,"{'batch_size': 128, 'learning_rate': 0.001, 'optimizer': 'RMSprop', 'units': 32}"
-0.03323955895334296,0.0050774111978813975,"{'batch_size': 128, 'learning_rate': 0.001, 'optimizer': 'RMSprop', 'units': 64}"
-0.03041236718260496,0.004579068580764463,"{'batch_size': 128, 'learning_rate': 0.001, 'optimizer': 'RMSprop', 'units': 128}"
-0.02504250778955399,0.0047166554250063445,"{'batch_size': 128, 'learning_rate': 0.001, 'optimizer': 'RMSprop', 'units': 256}"
-0.03819227565022444,0.003146755635917861,"{'batch_size': 128, 'learning_rate': 0.01, 'optimizer': 'Adam', 'units': 8}"
-0.043109925081543,0.0006809142822387648,"{'batch_size': 128, 'learning_rate': 0.01, 'optimizer': 'Adam', 'units': 16}"
-0.030888782845853443,0.00631115446055942,"{'batch_size': 128, 'learning_rate': 0.01, 'optimizer': 'Adam', 'units': 32}"
-0.02827980518083768,0.0032089103472135623,"{'batch_size': 128, 'learning_rate': 0.01, 'optimizer': 'Adam', 'units': 64}"
-0.03770052964202397,0.0008051163382174105,"{'batch_size': 128, 'learning_rate': 0.01, 'optimizer': 'Adam', 'units': 128}"
-0.032011141900510305,0.00026260602632580815,"{'batch_size': 128, 'learning_rate': 0.01, 'optimizer': 'Adam', 'units': 256}"
-0.0559711418636388,0.016888103790060557,"{'batch_size': 128, 'learning_rate': 0.01, 'optimizer': 'Nadam', 'units': 8}"
-0.03137594123562222,0.002432373908715011,"{'batch_size': 128, 'learning_rate': 0.01, 'optimizer': 'Nadam', 'units': 16}"
-0.039808759383881426,0.0010637130841392,"{'batch_size': 128, 'learning_rate': 0.01, 'optimizer': 'Nadam', 'units': 32}"
-0.03576824338651555,0.0013332347648987268,"{'batch_size': 128, 'learning_rate': 0.01, 'optimizer': 'Nadam', 'units': 64}"
-0.039011586051947406,0.0012853639843589254,"{'batch_size': 128, 'learning_rate': 0.01, 'optimizer': 'Nadam', 'units': 128}"
-0.033715246525105325,0.000802333675247565,"{'batch_size': 128, 'learning_rate': 0.01, 'optimizer': 'Nadam', 'units': 256}"
-0.04007364519088703,0.005224778458502267,"{'batch_size': 128, 'learning_rate': 0.01, 'optimizer': 'RMSprop', 'units': 8}"
-0.03792646866596579,0.00598700880297456,"{'batch_size': 128, 'learning_rate': 0.01, 'optimizer': 'RMSprop', 'units': 16}"
-0.038771804388071096,0.0065554483352285135,"{'batch_size': 128, 'learning_rate': 0.01, 'optimizer': 'RMSprop', 'units': 32}"
-0.030147167362624405,0.002629247519478616,"{'batch_size': 128, 'learning_rate': 0.01, 'optimizer': 'RMSprop', 'units': 64}"
-0.04647452174403656,0.003474774688322583,"{'batch_size': 128, 'learning_rate': 0.01, 'optimizer': 'RMSprop', 'units': 128}"
-0.03522378204961614,0.0008909507614037956,"{'batch_size': 128, 'learning_rate': 0.01, 'optimizer': 'RMSprop', 'units': 256}"
-0.5458016643119223,0.39113885015430133,"{'batch_size': 128, 'learning_rate': 0.1, 'optimizer': 'Adam', 'units': 8}"
-0.07693939179575543,0.012897274269950881,"{'batch_size': 128, 'learning_rate': 0.1, 'optimizer': 'Adam', 'units': 16}"
-0.09431864301710116,0.021323489456031852,"{'batch_size': 128, 'learning_rate': 0.1, 'optimizer': 'Adam', 'units': 32}"
-0.0915104906082005,0.031688012615201516,"{'batch_size': 128, 'learning_rate': 0.1, 'optimizer': 'Adam', 'units': 64}"
-0.6471300796220769,0.42608400509190325,"{'batch_size': 128, 'learning_rate': 0.1, 'optimizer': 'Adam', 'units': 128}"
-0.9496904473941501,0.051331908237215396,"{'batch_size': 128, 'learning_rate': 0.1, 'optimizer': 'Adam', 'units': 256}"
-1.0321046756526575,0.024823437398748815,"{'batch_size': 128, 'learning_rate': 0.1, 'optimizer': 'Nadam', 'units': 8}"
-0.5452054562813565,0.42782787098224234,"{'batch_size': 128, 'learning_rate': 0.1, 'optimizer': 'Nadam', 'units': 16}"
-0.09207298635508629,0.007563092939106862,"{'batch_size': 128, 'learning_rate': 0.1, 'optimizer': 'Nadam', 'units': 32}"
-0.08570546300329097,0.006394676040301847,"{'batch_size': 128, 'learning_rate': 0.1, 'optimizer': 'Nadam', 'units': 64}"
-0.06373357581421396,0.02806829211367581,"{'batch_size': 128, 'learning_rate': 0.1, 'optimizer': 'Nadam', 'units': 128}"
