mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_learning_rate,param_optimizer,param_units,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
2.0684800148010254,0.01802802085876465,0.1943204402923584,0.00394439697265625,64,0.01,Adam,16,"{'batch_size': 64, 'learning_rate': 0.01, 'optimizer': 'Adam', 'units': 16}",-0.02981346122194212,-0.055290481579143055,-0.042551971400542586,0.012738510178600468,58
2.632014513015747,0.2722322940826416,0.21109449863433838,0.0006636381149291992,64,0.01,Adam,32,"{'batch_size': 64, 'learning_rate': 0.01, 'optimizer': 'Adam', 'units': 32}",-0.034580361445727716,-0.030018198274462927,-0.03229927986009532,0.002281081585632394,25
3.4836806058883667,0.1066364049911499,0.24922692775726318,0.012723088264465332,64,0.01,Adam,64,"{'batch_size': 64, 'learning_rate': 0.01, 'optimizer': 'Adam', 'units': 64}",-0.028792922383220194,-0.023790845407950113,-0.026291883895585153,0.0025010384876350406,7
6.684704542160034,0.011064529418945312,0.3330190181732178,0.0005910396575927734,64,0.01,Adam,128,"{'batch_size': 64, 'learning_rate': 0.01, 'optimizer': 'Adam', 'units': 128}",-0.0344635958609517,-0.030539709797159788,-0.03250165282905575,0.0019619430318959553,27
14.713088035583496,0.05843997001647949,0.6451104879379272,0.0011504888534545898,64,0.01,Adam,256,"{'batch_size': 64, 'learning_rate': 0.01, 'optimizer': 'Adam', 'units': 256}",-0.037200936840431714,-0.030608937746841473,-0.0339049372936366,0.0032959995467951204,33
2.025091528892517,0.03267037868499756,0.19545698165893555,0.005713939666748047,64,0.01,Nadam,8,"{'batch_size': 64, 'learning_rate': 0.01, 'optimizer': 'Nadam', 'units': 8}",-0.02909642284524827,-0.03982445618551376,-0.03446043951538101,0.005364016670132744,34
2.4251705408096313,0.2788435220718384,0.19088506698608398,0.0020151138305664062,64,0.01,Nadam,16,"{'batch_size': 64, 'learning_rate': 0.01, 'optimizer': 'Nadam', 'units': 16}",-0.03167180785418036,-0.028839199230782785,-0.030255503542481573,0.0014163043116987885,18
2.3548803329467773,0.0027954578399658203,0.1962738037109375,0.007773399353027344,64,0.01,Nadam,32,"{'batch_size': 64, 'learning_rate': 0.01, 'optimizer': 'Nadam', 'units': 32}",-0.038618855553758095,-0.030656933423285945,-0.03463789448852202,0.003980961065236075,35
3.327597975730896,0.0423351526260376,0.23430907726287842,0.003930926322937012,64,0.01,Nadam,64,"{'batch_size': 64, 'learning_rate': 0.01, 'optimizer': 'Nadam', 'units': 64}",-0.03393128903538845,-0.03062188508950996,-0.03227658706244921,0.0016547019729392463,24
6.405624985694885,0.07955896854400635,0.4292110204696655,0.04062497615814209,64,0.01,Nadam,128,"{'batch_size': 64, 'learning_rate': 0.01, 'optimizer': 'Nadam', 'units': 128}",-0.03144838977930924,-0.025229883914883885,-0.028339136847096564,0.0031092529322126784,10
14.605703949928284,0.20973193645477295,0.6531736850738525,0.04641246795654297,64,0.01,Nadam,256,"{'batch_size': 64, 'learning_rate': 0.01, 'optimizer': 'Nadam', 'units': 256}",-0.035815779414966574,-0.023624732587931966,-0.02972025600144927,0.006095523413517304,15
1.9686020612716675,0.02094089984893799,0.18792498111724854,0.002558112144470215,64,0.01,RMSprop,8,"{'batch_size': 64, 'learning_rate': 0.01, 'optimizer': 'RMSprop', 'units': 8}",-0.035359091607368574,-0.0403687891958286,-0.037863940401598586,0.002504848794230012,44
2.0774248838424683,0.025765061378479004,0.1975705623626709,0.006644487380981445,64,0.01,RMSprop,16,"{'batch_size': 64, 'learning_rate': 0.01, 'optimizer': 'RMSprop', 'units': 16}",-0.03506192280594977,-0.03054909452160434,-0.03280550866377705,0.0022564141421727146,28
2.3816274404525757,0.0019124746322631836,0.5644785165786743,0.3568223714828491,64,0.01,RMSprop,32,"{'batch_size': 64, 'learning_rate': 0.01, 'optimizer': 'RMSprop', 'units': 32}",-0.02672208646844239,-0.039512669428241,-0.03311737794834169,0.0063952914798993035,29
3.3475325107574463,0.0032052993774414062,0.23590850830078125,0.0018355846405029297,64,0.01,RMSprop,64,"{'batch_size': 64, 'learning_rate': 0.01, 'optimizer': 'RMSprop', 'units': 64}",-0.02724280002199466,-0.02968347582187341,-0.028463137921934036,0.001220337899939375,11
6.113803386688232,0.12369847297668457,0.31760942935943604,0.0004993677139282227,64,0.01,RMSprop,128,"{'batch_size': 64, 'learning_rate': 0.01, 'optimizer': 'RMSprop', 'units': 128}",-0.04433369493272497,-0.04623482689714888,-0.045284260914936925,0.000950565982211958,65
13.195265531539917,0.19436860084533691,0.6204674243927002,0.025214433670043945,64,0.01,RMSprop,256,"{'batch_size': 64, 'learning_rate': 0.01, 'optimizer': 'RMSprop', 'units': 256}",-0.04373797881011825,-0.03167448920620124,-0.03770623400815974,0.006031744801958505,42
1.9275518655776978,0.02919304370880127,0.17980194091796875,0.0004699230194091797,64,0.1,Adam,8,"{'batch_size': 64, 'learning_rate': 0.1, 'optimizer': 'Adam', 'units': 8}",-0.05930136872315949,-1.1151978872342496,-0.5872496279787045,0.527948259255545,144
2.0288654565811157,0.02925741672515869,0.20096468925476074,0.0034453868865966797,64,0.1,Adam,16,"{'batch_size': 64, 'learning_rate': 0.1, 'optimizer': 'Adam', 'units': 16}",-0.9039556282491813,-0.09314590572438804,-0.4985507669867847,0.40540486126239667,133
2.5242830514907837,0.11455690860748291,0.20409345626831055,0.008450508117675781,64,0.1,Adam,32,"{'batch_size': 64, 'learning_rate': 0.1, 'optimizer': 'Adam', 'units': 32}",-0.9815054221865412,-0.13944623437836182,-0.5604758282824516,0.4210295939040897,141
3.7538933753967285,0.1351485252380371,0.7528400421142578,0.5092599391937256,64,0.1,Adam,64,"{'batch_size': 64, 'learning_rate': 0.1, 'optimizer': 'Adam', 'units': 64}",-0.0646094109822353,-0.0853380836078824,-0.07497374729505885,0.010364336312823554,102
6.531082034111023,0.25550806522369385,0.35739707946777344,0.02974390983581543,64,0.1,Adam,128,"{'batch_size': 64, 'learning_rate': 0.1, 'optimizer': 'Adam', 'units': 128}",-0.9153109018144052,-0.15282968053807344,-0.5340702911762394,0.3812406106381659,136
11.855229139328003,0.3905329704284668,0.5548723936080933,0.024878382682800293,64,0.1,Adam,256,"{'batch_size': 64, 'learning_rate': 0.1, 'optimizer': 'Adam', 'units': 256}",-0.791772948975728,-0.8105833143600628,-0.8011781316678954,0.009405182692167391,151
2.079190969467163,0.09571409225463867,0.20160150527954102,0.014124631881713867,64,0.1,Nadam,8,"{'batch_size': 64, 'learning_rate': 0.1, 'optimizer': 'Nadam', 'units': 8}",-0.05917363739802745,-0.08076964153144857,-0.06997163946473801,0.010798002066710558,99
2.1930720806121826,0.0853571891784668,0.18993449211120605,0.0015614032745361328,64,0.1,Nadam,16,"{'batch_size': 64, 'learning_rate': 0.1, 'optimizer': 'Nadam', 'units': 16}",-0.07059384553021099,-1.1077576705476042,-0.5891757580389076,0.5185819125086967,145
2.4115524291992188,0.014778375625610352,0.2025308609008789,0.005424976348876953,64,0.1,Nadam,32,"{'batch_size': 64, 'learning_rate': 0.1, 'optimizer': 'Nadam', 'units': 32}",-0.06960238617733913,-0.10831960194253565,-0.08896099405993739,0.019358607882598258,110
3.4979774951934814,0.05613541603088379,0.2558990716934204,0.024380087852478027,64,0.1,Nadam,64,"{'batch_size': 64, 'learning_rate': 0.1, 'optimizer': 'Nadam', 'units': 64}",-0.10812468574328346,-0.11674207996978,-0.11243338285653173,0.004308697113248272,120
6.373036980628967,0.007089972496032715,0.3700600862503052,0.000722050666809082,64,0.1,Nadam,128,"{'batch_size': 64, 'learning_rate': 0.1, 'optimizer': 'Nadam', 'units': 128}",-0.24429373723760636,-0.10682648896333356,-0.17556011310046996,0.06873362413713639,130
12.450148582458496,0.33083057403564453,0.5929098129272461,0.0018908977508544922,64,0.1,Nadam,256,"{'batch_size': 64, 'learning_rate': 0.1, 'optimizer': 'Nadam', 'units': 256}",-0.7176896177555152,-0.7568504911673853,-0.7372700544614503,0.019580436705935067,150
1.8669078350067139,0.00949716567993164,0.17685866355895996,0.0013954639434814453,64,0.1,RMSprop,8,"{'batch_size': 64, 'learning_rate': 0.1, 'optimizer': 'RMSprop', 'units': 8}",-0.059814430543122375,-0.10609259386607083,-0.0829535122045966,0.023139081661474225,107
2.600783944129944,0.5296558141708374,0.19446492195129395,0.007478952407836914,64,0.1,RMSprop,16,"{'batch_size': 64, 'learning_rate': 0.1, 'optimizer': 'RMSprop', 'units': 16}",-0.05866747485184829,-0.07507166146442579,-0.06686956815813704,0.008202093306288748,97
2.3251194953918457,0.030204296112060547,0.18987643718719482,0.0005875825881958008,64,0.1,RMSprop,32,"{'batch_size': 64, 'learning_rate': 0.1, 'optimizer': 'RMSprop', 'units': 32}",-0.0954299337143522,-0.08763469720904735,-0.09153231546169976,0.0038976182526524253,112
3.300650954246521,0.014925122261047363,0.23265314102172852,0.0018029212951660156,64,0.1,RMSprop,64,"{'batch_size': 64, 'learning_rate': 0.1, 'optimizer': 'RMSprop', 'units': 64}",-0.04980466926955439,-0.10735588323608085,-0.07858027625281762,0.02877560698326323,105
6.4501529932022095,0.0295640230178833,0.33572709560394287,0.003878951072692871,64,0.1,RMSprop,128,"{'batch_size': 64, 'learning_rate': 0.1, 'optimizer': 'RMSprop', 'units': 128}",-0.11610539079639799,-0.15231163929536745,-0.13420851504588271,0.01810312424948473,126
12.820646047592163,0.30599212646484375,0.606236457824707,0.04224562644958496,64,0.1,RMSprop,256,"{'batch_size': 64, 'learning_rate': 0.1, 'optimizer': 'RMSprop', 'units': 256}",-0.8221591824760998,-0.868094732748331,-0.8451269576122153,0.022967775136115642,152
1.3761581182479858,0.0139390230178833,0.15962696075439453,0.003248929977416992,128,0.001,Adam,8,"{'batch_size': 128, 'learning_rate': 0.001, 'optimizer': 'Adam', 'units': 8}",-0.10701209168652358,-0.0877708978213862,-0.0973914947539549,0.009620596932568691,118
1.4561764001846313,0.0011347532272338867,0.1630251407623291,0.0001952648162841797,128,0.001,Adam,16,"{'batch_size': 128, 'learning_rate': 0.001, 'optimizer': 'Adam', 'units': 16}",-0.08258224941843641,-0.10146746435220963,-0.09202485688532303,0.009442607466886611,113
1.7835378646850586,0.0027151107788085938,0.16940522193908691,0.0006270408630371094,128,0.001,Adam,32,"{'batch_size': 128, 'learning_rate': 0.001, 'optimizer': 'Adam', 'units': 32}",-0.0400733950201529,-0.07997624683076973,-0.06002482092546131,0.019951425905308417,89
2.9338290691375732,0.015565156936645508,0.2072054147720337,0.0045844316482543945,128,0.001,Adam,64,"{'batch_size': 128, 'learning_rate': 0.001, 'optimizer': 'Adam', 'units': 64}",-0.048010842518201494,-0.054424351853763514,-0.051217597185982504,0.00320675466778101,75
4.772311568260193,0.05237472057342529,0.2695204019546509,0.002928614616394043,128,0.001,Adam,128,"{'batch_size': 128, 'learning_rate': 0.001, 'optimizer': 'Adam', 'units': 128}",-0.03274722069322461,-0.02760429971141955,-0.03017576020232208,0.00257146049090253,17
8.91394054889679,0.38223254680633545,0.4737454652786255,0.0019603967666625977,128,0.001,Adam,256,"{'batch_size': 128, 'learning_rate': 0.001, 'optimizer': 'Adam', 'units': 256}",-0.022216773453973746,-0.026878423248699396,-0.02454759835133657,0.002330824897362825,1
1.4068360328674316,0.026990890502929688,0.15858101844787598,0.0020279884338378906,128,0.001,Nadam,8,"{'batch_size': 128, 'learning_rate': 0.001, 'optimizer': 'Nadam', 'units': 8}",-0.11058767290848277,-0.07821756514060248,-0.09440261902454262,0.016185053883940148,116
1.4625014066696167,0.0049904584884643555,0.15928757190704346,6.663799285888672e-05,128,0.001,Nadam,16,"{'batch_size': 128, 'learning_rate': 0.001, 'optimizer': 'Nadam', 'units': 16}",-0.07744753295082173,-0.062196914277972526,-0.06982222361439713,0.0076253093364246,98
1.7249960899353027,0.0015480518341064453,0.16626596450805664,0.0017490386962890625,128,0.001,Nadam,32,"{'batch_size': 128, 'learning_rate': 0.001, 'optimizer': 'Nadam', 'units': 32}",-0.051027709540298435,-0.05993369841970254,-0.05548070398000049,0.004452994439702051,79
2.913039445877075,0.20623135566711426,0.2212585210800171,0.008509516716003418,128,0.001,Nadam,64,"{'batch_size': 128, 'learning_rate': 0.001, 'optimizer': 'Nadam', 'units': 64}",-0.03735256019852001,-0.053736971405729105,-0.04554476580212456,0.008192205603604546,68
4.448154449462891,0.00630950927734375,0.26512396335601807,8.90493392944336e-05,128,0.001,Nadam,128,"{'batch_size': 128, 'learning_rate': 0.001, 'optimizer': 'Nadam', 'units': 128}",-0.03182959382436094,-0.03284657450645777,-0.032338084165409356,0.0005084903410484155,26
8.570136070251465,0.2302699089050293,0.4979344606399536,0.024279475212097168,128,0.001,Nadam,256,"{'batch_size': 128, 'learning_rate': 0.001, 'optimizer': 'Nadam', 'units': 256}",-0.031516042920037186,-0.025585884955500328,-0.028550963937768757,0.0029650789822684293,12
1.4643625020980835,0.021357417106628418,0.17518901824951172,0.007948875427246094,128,0.001,RMSprop,8,"{'batch_size': 128, 'learning_rate': 0.001, 'optimizer': 'RMSprop', 'units': 8}",-0.04853280584910484,-0.05212773601697206,-0.05033027093303845,0.0017974650839336082,73
1.5598288774490356,0.0248490571975708,0.16958415508270264,0.005710005760192871,128,0.001,RMSprop,16,"{'batch_size': 128, 'learning_rate': 0.001, 'optimizer': 'RMSprop', 'units': 16}",-0.051309755001678545,-0.05719617853914421,-0.05425296677041137,0.002943211768732832,78
1.9556289911270142,0.1572190523147583,0.1987985372543335,0.02561938762664795,128,0.001,RMSprop,32,"{'batch_size': 128, 'learning_rate': 0.001, 'optimizer': 'RMSprop', 'units': 32}",-0.07598747261901052,-0.0374927245427811,-0.05674009858089581,0.01924737403811471,88
2.9310699701309204,0.01227104663848877,0.20045256614685059,0.0036513805389404297,128,0.001,RMSprop,64,"{'batch_size': 128, 'learning_rate': 0.001, 'optimizer': 'RMSprop', 'units': 64}",-0.03831697015122436,-0.028162147755461563,-0.03323955895334296,0.0050774111978813975,30
4.775639891624451,0.05197608470916748,0.2744255065917969,8.344650268554688e-05,128,0.001,RMSprop,128,"{'batch_size': 128, 'learning_rate': 0.001, 'optimizer': 'RMSprop', 'units': 128}",-0.0258332986018405,-0.034991435763369425,-0.03041236718260496,0.004579068580764463,19
8.50650942325592,0.31886255741119385,0.4987304210662842,0.03451037406921387,128,0.001,RMSprop,256,"{'batch_size': 128, 'learning_rate': 0.001, 'optimizer': 'RMSprop', 'units': 256}",-0.029759163214560336,-0.020325852364547647,-0.02504250778955399,0.0047166554250063445,3
2.207230567932129,0.7917234897613525,0.1671663522720337,0.004671454429626465,128,0.01,Adam,8,"{'batch_size': 128, 'learning_rate': 0.01, 'optimizer': 'Adam', 'units': 8}",-0.03504552001430658,-0.0413390312861423,-0.03819227565022444,0.003146755635917861,47
1.618261456489563,0.06801855564117432,0.177343487739563,0.013388514518737793,128,0.01,Adam,16,"{'batch_size': 128, 'learning_rate': 0.01, 'optimizer': 'Adam', 'units': 16}",-0.04379083936378177,-0.04242901079930424,-0.043109925081543,0.0006809142822387648,61
1.8770370483398438,0.00491786003112793,0.17977499961853027,0.0009009838104248047,128,0.01,Adam,32,"{'batch_size': 128, 'learning_rate': 0.01, 'optimizer': 'Adam', 'units': 32}",-0.024577628385294023,-0.03719993730641286,-0.030888782845853443,0.00631115446055942,20
2.7510874271392822,0.005881547927856445,0.20369362831115723,0.004436492919921875,128,0.01,Adam,64,"{'batch_size': 128, 'learning_rate': 0.01, 'optimizer': 'Adam', 'units': 64}",-0.03148871552805124,-0.025070894833624117,-0.02827980518083768,0.0032089103472135623,9
4.4482104778289795,0.1601712703704834,0.26671111583709717,0.0035730600357055664,128,0.01,Adam,128,"{'batch_size': 128, 'learning_rate': 0.01, 'optimizer': 'Adam', 'units': 128}",-0.03689541330380656,-0.03850564598024138,-0.03770052964202397,0.0008051163382174105,41
8.20255184173584,0.1245870590209961,0.47864067554473877,0.014687657356262207,128,0.01,Adam,256,"{'batch_size': 128, 'learning_rate': 0.01, 'optimizer': 'Adam', 'units': 256}",-0.03227374792683611,-0.0317485358741845,-0.032011141900510305,0.00026260602632580815,23
1.412818431854248,0.024324417114257812,0.16317367553710938,0.0018625259399414062,128,0.01,Nadam,8,"{'batch_size': 128, 'learning_rate': 0.01, 'optimizer': 'Nadam', 'units': 8}",-0.03908303807357825,-0.07285924565369936,-0.0559711418636388,0.016888103790060557,85
1.4952760934829712,0.010574936866760254,0.17547845840454102,0.011824607849121094,128,0.01,Nadam,16,"{'batch_size': 128, 'learning_rate': 0.01, 'optimizer': 'Nadam', 'units': 16}",-0.03380831514433723,-0.028943567326907206,-0.03137594123562222,0.002432373908715011,22
1.7713631391525269,0.030905842781066895,0.17230892181396484,0.0009720325469970703,128,0.01,Nadam,32,"{'batch_size': 128, 'learning_rate': 0.01, 'optimizer': 'Nadam', 'units': 32}",-0.03874504629974222,-0.04087247246802062,-0.039808759383881426,0.0010637130841392,54
2.7065311670303345,0.021271109580993652,0.20788371562957764,0.0037909746170043945,128,0.01,Nadam,64,"{'batch_size': 128, 'learning_rate': 0.01, 'optimizer': 'Nadam', 'units': 64}",-0.03710147815141427,-0.03443500862161682,-0.03576824338651555,0.0013332347648987268,37
4.471173882484436,0.051796793937683105,0.26282358169555664,0.0013275146484375,128,0.01,Nadam,128,"{'batch_size': 128, 'learning_rate': 0.01, 'optimizer': 'Nadam', 'units': 128}",-0.04029695003630633,-0.03772622206758848,-0.039011586051947406,0.0012853639843589254,51
8.773807287216187,0.21067428588867188,0.5522446632385254,0.015508651733398438,128,0.01,Nadam,256,"{'batch_size': 128, 'learning_rate': 0.01, 'optimizer': 'Nadam', 'units': 256}",-0.032912912849857756,-0.034517580200352886,-0.033715246525105325,0.000802333675247565,32
1.5043175220489502,0.028046607971191406,0.19307935237884521,0.021839499473571777,128,0.01,RMSprop,8,"{'batch_size': 128, 'learning_rate': 0.01, 'optimizer': 'RMSprop', 'units': 8}",-0.0452984236493893,-0.03484886673238476,-0.04007364519088703,0.005224778458502267,55
1.8782958984375,0.2651181221008301,0.1907421350479126,0.010054945945739746,128,0.01,RMSprop,16,"{'batch_size': 128, 'learning_rate': 0.01, 'optimizer': 'RMSprop', 'units': 16}",-0.03193945986299123,-0.04391347746894035,-0.03792646866596579,0.00598700880297456,45
1.9900181293487549,0.04635286331176758,0.18169105052947998,0.0019930601119995117,128,0.01,RMSprop,32,"{'batch_size': 128, 'learning_rate': 0.01, 'optimizer': 'RMSprop', 'units': 32}",-0.04532725272329961,-0.032216356052842586,-0.038771804388071096,0.0065554483352285135,48
3.9810489416122437,1.012680172920227,0.2306126356124878,0.020847439765930176,128,0.01,RMSprop,64,"{'batch_size': 128, 'learning_rate': 0.01, 'optimizer': 'RMSprop', 'units': 64}",-0.03277641488210302,-0.027517919843145788,-0.030147167362624405,0.002629247519478616,16
4.665884017944336,0.1052389144897461,0.27768540382385254,0.003436565399169922,128,0.01,RMSprop,128,"{'batch_size': 128, 'learning_rate': 0.01, 'optimizer': 'RMSprop', 'units': 128}",-0.04299974705571398,-0.049949296432359146,-0.04647452174403656,0.003474774688322583,69
9.044061660766602,0.07893753051757812,0.5165373086929321,0.0015674829483032227,128,0.01,RMSprop,256,"{'batch_size': 128, 'learning_rate': 0.01, 'optimizer': 'RMSprop', 'units': 256}",-0.036114732811019935,-0.034332831288212344,-0.03522378204961614,0.0008909507614037956,36
1.4536080360412598,0.016707897186279297,0.1849365234375,0.02455759048461914,128,0.1,Adam,8,"{'batch_size': 128, 'learning_rate': 0.1, 'optimizer': 'Adam', 'units': 8}",-0.9369405144662236,-0.154662814157621,-0.5458016643119223,0.39113885015430133,138
1.639686942100525,0.056079983711242676,0.1765730381011963,0.005648136138916016,128,0.1,Adam,16,"{'batch_size': 128, 'learning_rate': 0.1, 'optimizer': 'Adam', 'units': 16}",-0.08983666606570631,-0.06404211752580455,-0.07693939179575543,0.012897274269950881,104
1.9130500555038452,0.021526217460632324,0.19433248043060303,0.014511466026306152,128,0.1,Adam,32,"{'batch_size': 128, 'learning_rate': 0.1, 'optimizer': 'Adam', 'units': 32}",-0.11564213247313301,-0.07299515356106931,-0.09431864301710116,0.021323489456031852,115
3.0305004119873047,0.0037374496459960938,0.22429990768432617,0.012418985366821289,128,0.1,Adam,64,"{'batch_size': 128, 'learning_rate': 0.1, 'optimizer': 'Adam', 'units': 64}",-0.12319850322340202,-0.05982247799299898,-0.0915104906082005,0.031688012615201516,111
5.187127351760864,0.05260634422302246,0.29318511486053467,0.0050438642501831055,128,0.1,Adam,128,"{'batch_size': 128, 'learning_rate': 0.1, 'optimizer': 'Adam', 'units': 128}",-0.22104607453017366,-1.0732140847139802,-0.6471300796220769,0.42608400509190325,149
9.183035492897034,9.930133819580078e-05,0.5126190185546875,0.008101224899291992,128,0.1,Adam,256,"{'batch_size': 128, 'learning_rate': 0.1, 'optimizer': 'Adam', 'units': 256}",-0.8983585391569348,-1.0010223556313655,-0.9496904473941501,0.051331908237215396,153
1.5263298749923706,0.0445789098739624,0.18928956985473633,0.020542383193969727,128,0.1,Nadam,8,"{'batch_size': 128, 'learning_rate': 0.1, 'optimizer': 'Nadam', 'units': 8}",-1.0072812382539087,-1.0569281130514063,-1.0321046756526575,0.024823437398748815,161
1.5846999883651733,0.014455199241638184,0.17968356609344482,0.0014826059341430664,128,0.1,Nadam,16,"{'batch_size': 128, 'learning_rate': 0.1, 'optimizer': 'Nadam', 'units': 16}",-0.9730333272635989,-0.1173775852991142,-0.5452054562813565,0.42782787098224234,137
1.9469674825668335,0.07183945178985596,0.2028125524520874,0.005982518196105957,128,0.1,Nadam,32,"{'batch_size': 128, 'learning_rate': 0.1, 'optimizer': 'Nadam', 'units': 32}",-0.09963607929419314,-0.08450989341597942,-0.09207298635508629,0.007563092939106862,114
2.9849390983581543,0.0032677650451660156,0.23664093017578125,0.009915828704833984,128,0.1,Nadam,64,"{'batch_size': 128, 'learning_rate': 0.1, 'optimizer': 'Nadam', 'units': 64}",-0.09210013904359282,-0.07931078696298913,-0.08570546300329097,0.006394676040301847,108
5.417455434799194,0.18346142768859863,0.30088555812835693,0.007062554359436035,128,0.1,Nadam,128,"{'batch_size': 128, 'learning_rate': 0.1, 'optimizer': 'Nadam', 'units': 128}",-0.09180186792788977,-0.035665283700538154,-0.06373357581421396,0.02806829211367581,95
