Actual High Prices,Predicted High Prices,Date
446.21,445.91507,2024-12-31 04:10:00
446.24,445.9276,2024-12-31 04:09:00
446.08,445.89697,2024-12-31 04:08:00
446.0,445.79437,2024-12-31 04:07:00
446.10999999999996,445.662,2024-12-31 04:06:00
446.07,445.58167,2024-12-31 04:05:00
445.78999999999996,445.48077,2024-12-31 04:04:00
445.73,445.43506,2024-12-31 04:03:00
445.8,445.40198,2024-12-31 04:02:00
445.7,445.4484,2024-12-31 04:01:00
445.655,445.4648,2024-12-31 04:00:00
445.7,445.40182,2024-12-30 19:59:00
445.6,445.4663,2024-12-30 19:58:00
445.59,445.4433,2024-12-30 19:57:00
445.57,445.6032,2024-12-30 19:56:00
446.02,445.64468,2024-12-30 19:55:00
446.01,445.79874,2024-12-30 19:54:00
446.06,445.77292,2024-12-30 19:53:00
446.03,445.8308,2024-12-30 19:52:00
446.08,445.763,2024-12-30 19:51:00
446.2297,445.80972,2024-12-30 19:50:00
446.2006,445.79388,2024-12-30 19:49:00
446.36,445.8047,2024-12-30 19:48:00
446.35,445.69846,2024-12-30 19:47:00
446.17,445.60632,2024-12-30 19:46:00
446.04,445.50638,2024-12-30 19:45:00
445.92,445.4421,2024-12-30 19:44:00
445.9,445.40182,2024-12-30 19:43:00
445.8481,445.40707,2024-12-30 19:42:00
445.81,445.47037,2024-12-30 19:41:00
445.85,445.57208,2024-12-30 19:40:00
446.045,445.6362,2024-12-30 19:39:00
446.05,445.779,2024-12-30 19:38:00
446.12,445.79712,2024-12-30 19:37:00
446.1984,445.84103,2024-12-30 19:36:00
446.035,445.85257,2024-12-30 19:35:00
446.10999999999996,445.88614,2024-12-30 19:34:00
446.42999999999995,445.90973,2024-12-30 19:33:00
446.4999,445.92932,2024-12-30 19:32:00
446.5,445.94302,2024-12-30 19:31:00
446.421,445.82883,2024-12-30 19:30:00
446.33,445.76758,2024-12-30 19:29:00
446.15,445.65356,2024-12-30 19:28:00
445.99,445.56784,2024-12-30 19:27:00
445.92,445.52484,2024-12-30 19:26:00
445.93,445.45874,2024-12-30 19:25:00
445.845,445.48016,2024-12-30 19:24:00
445.77,445.3881,2024-12-30 19:23:00
445.58,445.38202,2024-12-30 19:22:00
445.625,445.4287,2024-12-30 19:21:00
445.78499999999997,445.4902,2024-12-30 19:20:00
445.94,445.65982,2024-12-30 19:19:00
445.9099,445.7166,2024-12-30 19:18:00
446.09,445.88998,2024-12-30 19:17:00
446.25,445.89267,2024-12-30 19:16:00
446.16,445.93127,2024-12-30 19:15:00
445.9899,445.72607,2024-12-30 19:14:00
445.9,445.61884,2024-12-30 19:13:00
445.955,445.3974,2024-12-30 19:12:00
445.7399,445.3236,2024-12-30 19:11:00
445.52,445.18268,2024-12-30 19:10:00
445.36,445.1382,2024-12-30 19:09:00
445.4,445.10065,2024-12-30 19:08:00
445.49,445.13657,2024-12-30 19:07:00
445.605,445.2254,2024-12-30 19:06:00
445.67,445.2726,2024-12-30 19:05:00
445.45,445.32394,2024-12-30 19:04:00
445.52,445.2657,2024-12-30 19:03:00
445.61,445.314,2024-12-30 19:02:00
445.68,445.28226,2024-12-30 19:01:00
445.71,445.32486,2024-12-30 19:00:00
445.65,445.22208,2024-12-30 18:59:00
445.46000000000004,445.2786,2024-12-30 18:58:00
445.5899,445.21634,2024-12-30 18:57:00
445.835,445.3523,2024-12-30 18:56:00
445.88,445.3929,2024-12-30 18:55:00
445.96,445.4981,2024-12-30 18:54:00
446.055,445.5488,2024-12-30 18:53:00
446.13,445.589,2024-12-30 18:52:00
445.94,445.57364,2024-12-30 18:51:00
446.05,445.53146,2024-12-30 18:50:00
446.04,445.55365,2024-12-30 18:49:00
446.1699,445.59033,2024-12-30 18:48:00
446.10990000000004,445.71542,2024-12-30 18:47:00
446.23,445.70343,2024-12-30 18:46:00
446.44,445.80154,2024-12-30 18:45:00
446.44,445.8102,2024-12-30 18:44:00
446.41,445.84964,2024-12-30 18:43:00
446.175,445.78387,2024-12-30 18:42:00
446.3167,445.77954,2024-12-30 18:41:00
446.245,445.7478,2024-12-30 18:40:00
446.07,445.77017,2024-12-30 18:39:00
446.1,445.75598,2024-12-30 18:38:00
446.13,445.81836,2024-12-30 18:37:00
446.06,445.90088,2024-12-30 18:36:00
446.28,446.018,2024-12-30 18:35:00
446.3699,446.0713,2024-12-30 18:34:00
446.317,446.1188,2024-12-30 18:33:00
446.245,445.9918,2024-12-30 18:32:00
446.24,445.94495,2024-12-30 18:31:00
446.17,445.80267,2024-12-30 18:30:00
446.12,445.817,2024-12-30 18:29:00
446.22,445.8324,2024-12-30 18:28:00
446.2,445.96722,2024-12-30 18:27:00
446.4809,446.0207,2024-12-30 18:26:00
446.465,446.08832,2024-12-30 18:25:00
446.405,446.04926,2024-12-30 18:24:00
446.35,445.98193,2024-12-30 18:23:00
446.23,445.924,2024-12-30 18:22:00
446.3599,445.92697,2024-12-30 18:21:00
446.39,445.98636,2024-12-30 18:20:00
446.35,446.02884,2024-12-30 18:19:00
446.375,446.04123,2024-12-30 18:18:00
446.42,446.11838,2024-12-30 18:17:00
446.56,446.1118,2024-12-30 18:16:00
446.74,446.21222,2024-12-30 18:15:00
446.59,446.16772,2024-12-30 18:14:00
446.3384,446.16235,2024-12-30 18:13:00
446.355,446.14148,2024-12-30 18:12:00
446.5,446.20114,2024-12-30 18:11:00
446.53,446.35132,2024-12-30 18:10:00
446.54,446.45248,2024-12-30 18:09:00
446.7399,446.56955,2024-12-30 18:08:00
447.1959,446.64658,2024-12-30 18:07:00
447.2,446.71774,2024-12-30 18:06:00
447.0,446.69186,2024-12-30 18:05:00
446.9811,446.60455,2024-12-30 18:04:00
446.975,446.44296,2024-12-30 18:03:00
446.87,446.38504,2024-12-30 18:02:00
446.746,446.2382,2024-12-30 18:01:00
446.73,446.20786,2024-12-30 18:00:00
446.74,446.1014,2024-12-30 17:59:00
446.71,446.1229,2024-12-30 17:58:00
446.615,446.08038,2024-12-30 17:57:00
446.47,446.08646,2024-12-30 17:56:00
446.62,446.08484,2024-12-30 17:55:00
446.633,446.14944,2024-12-30 17:54:00
446.64,446.23523,2024-12-30 17:53:00
446.285,446.21704,2024-12-30 17:52:00
446.2599,446.28494,2024-12-30 17:51:00
446.0679,446.21332,2024-12-30 17:50:00
446.13,446.29306,2024-12-30 17:49:00
446.27,446.26636,2024-12-30 17:48:00
446.21,446.47397,2024-12-30 17:47:00
446.25,446.41928,2024-12-30 17:46:00
446.535,446.53247,2024-12-30 17:45:00
446.57,446.48608,2024-12-30 17:44:00
446.39,446.56363,2024-12-30 17:43:00
446.46,446.4032,2024-12-30 17:42:00
446.3799,446.36377,2024-12-30 17:41:00
446.3639,446.22284,2024-12-30 17:40:00
446.2199,446.16708,2024-12-30 17:39:00
446.23,446.04987,2024-12-30 17:38:00
446.26,446.13586,2024-12-30 17:37:00
446.51,446.04593,2024-12-30 17:36:00
446.5199,446.24875,2024-12-30 17:35:00
446.47,446.2339,2024-12-30 17:34:00
446.5,446.34824,2024-12-30 17:33:00
446.61,446.25156,2024-12-30 17:32:00
446.61,446.21613,2024-12-30 17:31:00
446.5,446.13193,2024-12-30 17:30:00
446.34,446.0109,2024-12-30 17:29:00
446.17,445.96588,2024-12-30 17:28:00
446.06,445.82083,2024-12-30 17:27:00
446.1799,445.95462,2024-12-30 17:26:00
446.32,445.9335,2024-12-30 17:25:00
446.54,446.20154,2024-12-30 17:24:00
446.695,446.24744,2024-12-30 17:23:00
446.72,446.38763,2024-12-30 17:22:00
446.76,446.30936,2024-12-30 17:21:00
446.47,446.3061,2024-12-30 17:20:00
446.41,446.1922,2024-12-30 17:19:00
446.505,446.16382,2024-12-30 17:18:00
446.2,446.13202,2024-12-30 17:17:00
446.44,446.19785,2024-12-30 17:16:00
446.42,446.3142,2024-12-30 17:15:00
446.36,446.47165,2024-12-30 17:14:00
446.52,446.54907,2024-12-30 17:13:00
446.62,446.6519,2024-12-30 17:12:00
446.60730000000007,446.76846,2024-12-30 17:11:00
446.591,446.83295,2024-12-30 17:10:00
446.8451,446.85236,2024-12-30 17:09:00
447.2,446.8207,2024-12-30 17:08:00
447.15,446.7403,2024-12-30 17:07:00
447.06999999999994,446.56537,2024-12-30 17:06:00
446.91,446.40237,2024-12-30 17:05:00
446.66,446.25507,2024-12-30 17:04:00
446.5,446.18945,2024-12-30 17:03:00
446.5773,446.1708,2024-12-30 17:02:00
446.63,446.2921,2024-12-30 17:01:00
446.7859,446.38943,2024-12-30 17:00:00
446.85,446.47128,2024-12-30 16:59:00
446.865,446.49374,2024-12-30 16:58:00
446.9299,446.47574,2024-12-30 16:57:00
446.87,446.48453,2024-12-30 16:56:00
446.3502,446.44885,2024-12-30 16:55:00
446.71,446.51498,2024-12-30 16:54:00
446.76,446.5749,2024-12-30 16:53:00
446.93,446.74344,2024-12-30 16:52:00
447.0099,446.78073,2024-12-30 16:51:00
447.0164,446.89557,2024-12-30 16:50:00
447.045,446.9207,2024-12-30 16:49:00
446.955,447.02124,2024-12-30 16:48:00
447.05,447.1176,2024-12-30 16:47:00
447.28,447.15387,2024-12-30 16:46:00
447.4,447.24606,2024-12-30 16:45:00
447.34,447.23627,2024-12-30 16:44:00
447.429,447.2753,2024-12-30 16:43:00
447.36,447.2188,2024-12-30 16:42:00
447.57,447.20837,2024-12-30 16:41:00
447.4099,447.16107,2024-12-30 16:40:00
447.38999999999993,447.076,2024-12-30 16:39:00
447.22,447.0282,2024-12-30 16:38:00
447.01,446.9416,2024-12-30 16:37:00
447.135,446.93524,2024-12-30 16:36:00
447.255,446.9466,2024-12-30 16:35:00
446.95,447.0146,2024-12-30 16:34:00
446.93,447.06418,2024-12-30 16:33:00
446.99,447.06442,2024-12-30 16:32:00
447.03,447.16614,2024-12-30 16:31:00
447.05,447.15698,2024-12-30 16:30:00
447.1061,447.08606,2024-12-30 16:29:00
447.095,447.07196,2024-12-30 16:28:00
446.87,446.99567,2024-12-30 16:27:00
447.095,447.081,2024-12-30 16:26:00
447.25,446.99844,2024-12-30 16:25:00
446.9,447.02512,2024-12-30 16:24:00
446.8105,446.7757,2024-12-30 16:23:00
446.4999,446.88562,2024-12-30 16:22:00
446.525,446.5757,2024-12-30 16:21:00
446.525,446.85147,2024-12-30 16:20:00
446.615,446.63986,2024-12-30 16:19:00
446.74999999999994,447.00293,2024-12-30 16:18:00
446.54,446.83215,2024-12-30 16:17:00
446.84,447.04062,2024-12-30 16:16:00
446.95,446.87164,2024-12-30 16:15:00
446.92,446.9412,2024-12-30 16:14:00
446.84,446.7631,2024-12-30 16:13:00
447.025,446.6969,2024-12-30 16:12:00
447.145,446.50174,2024-12-30 16:11:00
446.94,446.40762,2024-12-30 16:10:00
446.61,446.262,2024-12-30 16:09:00
446.3396,446.2187,2024-12-30 16:08:00
446.0,446.13284,2024-12-30 16:07:00
446.0,446.1723,2024-12-30 16:06:00
446.0,446.27887,2024-12-30 16:05:00
446.29,446.50665,2024-12-30 16:04:00
446.5899,446.70532,2024-12-30 16:03:00
446.9,446.92303,2024-12-30 16:02:00
446.9153,447.13922,2024-12-30 16:01:00
446.6,447.28452,2024-12-30 16:00:00
447.06999999999994,447.3831,2024-12-30 15:59:00
447.51,447.52322,2024-12-30 15:58:00
447.62,447.63068,2024-12-30 15:57:00
447.486,447.75882,2024-12-30 15:56:00
447.5,447.81345,2024-12-30 15:55:00
447.74,447.87973,2024-12-30 15:54:00
448.2899,447.90952,2024-12-30 15:53:00
448.33,447.95465,2024-12-30 15:52:00
448.1,447.8865,2024-12-30 15:51:00
447.82,447.81088,2024-12-30 15:50:00
447.71999999999997,447.6475,2024-12-30 15:49:00
447.8,447.58804,2024-12-30 15:48:00
447.67,447.46518,2024-12-30 15:47:00
447.23,447.44135,2024-12-30 15:46:00
447.11,447.39948,2024-12-30 15:45:00
447.59,447.40863,2024-12-30 15:44:00
447.59,447.47162,2024-12-30 15:43:00
447.44,447.45544,2024-12-30 15:42:00
447.22,447.3943,2024-12-30 15:41:00
447.22,447.2177,2024-12-30 15:40:00
447.13,447.1308,2024-12-30 15:39:00
447.0999,446.9228,2024-12-30 15:38:00
446.77,446.8514,2024-12-30 15:37:00
446.63,446.65488,2024-12-30 15:36:00
446.5,446.58496,2024-12-30 15:35:00
446.075,446.38058,2024-12-30 15:34:00
446.0474,446.31808,2024-12-30 15:33:00
445.77,446.13794,2024-12-30 15:32:00
445.8647,446.10312,2024-12-30 15:31:00
445.8976,445.97812,2024-12-30 15:30:00
445.9299,445.9793,2024-12-30 15:29:00
445.55,445.9114,2024-12-30 15:28:00
445.8,445.90543,2024-12-30 15:27:00
445.7345,445.9631,2024-12-30 15:26:00
445.9399,445.98206,2024-12-30 15:25:00
445.9899,446.0025,2024-12-30 15:24:00
445.68,445.9273,2024-12-30 15:23:00
445.489,445.8384,2024-12-30 15:22:00
445.55,445.70166,2024-12-30 15:21:00
445.52,445.624,2024-12-30 15:20:00
445.485,445.59326,2024-12-30 15:19:00
445.555,445.5693,2024-12-30 15:18:00
445.72,445.55704,2024-12-30 15:17:00
445.62,445.40472,2024-12-30 15:16:00
445.24,445.3284,2024-12-30 15:15:00
445.08,445.1495,2024-12-30 15:14:00
444.76,445.09003,2024-12-30 15:13:00
444.61,444.9662,2024-12-30 15:12:00
444.68,444.95844,2024-12-30 15:11:00
444.74,444.97598,2024-12-30 15:10:00
444.39,445.06805,2024-12-30 15:09:00
444.81,445.1976,2024-12-30 15:08:00
444.6972,445.3843,2024-12-30 15:07:00
444.7,445.574,2024-12-30 15:06:00
444.8,445.72476,2024-12-30 15:05:00
444.77,445.89093,2024-12-30 15:04:00
445.14000000000004,445.99234,2024-12-30 15:03:00
445.23,446.12527,2024-12-30 15:02:00
445.2216,446.18384,2024-12-30 15:01:00
446.2487,446.21555,2024-12-30 15:00:00
446.83,446.22818,2024-12-30 14:59:00
446.36,446.16196,2024-12-30 14:58:00
445.88,446.02893,2024-12-30 14:57:00
445.57,445.7985,2024-12-30 14:56:00
445.45,445.6442,2024-12-30 14:55:00
445.01,445.41342,2024-12-30 14:54:00
445.373,445.4047,2024-12-30 14:53:00
445.7099,445.3082,2024-12-30 14:52:00
445.6673,445.2949,2024-12-30 14:51:00
444.88,445.14944,2024-12-30 14:50:00
444.88,445.0722,2024-12-30 14:49:00
444.88,444.9215,2024-12-30 14:48:00
444.87,444.79196,2024-12-30 14:47:00
444.48,444.741,2024-12-30 14:46:00
443.83,444.6238,2024-12-30 14:45:00
443.87,444.64307,2024-12-30 14:44:00
443.91,444.65326,2024-12-30 14:43:00
444.14,444.8632,2024-12-30 14:42:00
444.18000000000006,444.9897,2024-12-30 14:41:00
444.46,445.1643,2024-12-30 14:40:00
444.7699,445.2541,2024-12-30 14:39:00
445.05,445.3311,2024-12-30 14:38:00
445.13,445.3052,2024-12-30 14:37:00
444.96,445.22644,2024-12-30 14:36:00
444.63,445.0916,2024-12-30 14:35:00
444.8799,444.955,2024-12-30 14:34:00
444.66,444.8284,2024-12-30 14:33:00
444.636,444.71124,2024-12-30 14:32:00
444.1789,444.57816,2024-12-30 14:31:00
444.4,444.47214,2024-12-30 14:30:00
443.809,444.33752,2024-12-30 14:29:00
443.68,444.26544,2024-12-30 14:28:00
443.32,444.132,2024-12-30 14:27:00
443.384,444.1026,2024-12-30 14:26:00
443.7626,444.09973,2024-12-30 14:25:00
443.84999999999997,444.17572,2024-12-30 14:24:00
443.46,444.09677,2024-12-30 14:23:00
443.25,444.0395,2024-12-30 14:22:00
443.12,443.8872,2024-12-30 14:21:00
442.825,443.78342,2024-12-30 14:20:00
442.83,443.63553,2024-12-30 14:19:00
442.8,443.588,2024-12-30 14:18:00
442.8799,443.46597,2024-12-30 14:17:00
442.37,443.47147,2024-12-30 14:16:00
442.45,443.3364,2024-12-30 14:15:00
442.36,443.36914,2024-12-30 14:14:00
442.4209,443.298,2024-12-30 14:13:00
442.3733,443.39963,2024-12-30 14:12:00
442.69,443.38464,2024-12-30 14:11:00
442.82,443.3879,2024-12-30 14:10:00
442.71,443.27615,2024-12-30 14:09:00
442.49,443.16125,2024-12-30 14:08:00
442.3715,443.0053,2024-12-30 14:07:00
442.37,442.87192,2024-12-30 14:06:00
442.38,442.7772,2024-12-30 14:05:00
441.845,442.6576,2024-12-30 14:04:00
442.0,442.67545,2024-12-30 14:03:00
441.7,442.61746,2024-12-30 14:02:00
441.2378,442.72214,2024-12-30 14:01:00
441.1687,442.681,2024-12-30 14:00:00
441.1034,442.89005,2024-12-30 13:59:00
441.35,442.90875,2024-12-30 13:58:00
441.8,443.15314,2024-12-30 13:57:00
442.2959,443.2144,2024-12-30 13:56:00
442.3987,443.46756,2024-12-30 13:55:00
442.025,443.52875,2024-12-30 13:54:00
442.7,443.75934,2024-12-30 13:53:00
442.89,443.86996,2024-12-30 13:52:00
443.2899,444.04932,2024-12-30 13:51:00
443.505,444.16013,2024-12-30 13:50:00
444.5499,444.23758,2024-12-30 13:49:00
445.07,444.24094,2024-12-30 13:48:00
445.07,444.16507,2024-12-30 13:47:00
443.82,444.03662,2024-12-30 13:46:00
442.8,443.95447,2024-12-30 13:45:00
442.23,443.80118,2024-12-30 13:44:00
442.23999999999995,443.79486,2024-12-30 13:43:00
442.25,443.62375,2024-12-30 13:42:00
442.64,443.72504,2024-12-30 13:41:00
442.69,443.63153,2024-12-30 13:40:00
442.75,443.72183,2024-12-30 13:39:00
442.78,443.73877,2024-12-30 13:38:00
442.73,443.72195,2024-12-30 13:37:00
442.96,443.74637,2024-12-30 13:36:00
442.95,443.58368,2024-12-30 13:35:00
442.52,443.6229,2024-12-30 13:34:00
442.52,443.3943,2024-12-30 13:33:00
442.28,443.4736,2024-12-30 13:32:00
442.28,443.23923,2024-12-30 13:31:00
442.28,443.4074,2024-12-30 13:30:00
442.33,443.25357,2024-12-30 13:29:00
442.48,443.49255,2024-12-30 13:28:00
442.48,443.31195,2024-12-30 13:27:00
442.38,443.45538,2024-12-30 13:26:00
442.29,443.2363,2024-12-30 13:25:00
442.48,443.3086,2024-12-30 13:24:00
442.41,443.12408,2024-12-30 13:23:00
442.27,443.1313,2024-12-30 13:22:00
442.2,442.92245,2024-12-30 13:21:00
442.19,442.96582,2024-12-30 13:20:00
442.2,442.7599,2024-12-30 13:19:00
442.2,442.93768,2024-12-30 13:18:00
442.2,442.86313,2024-12-30 13:17:00
442.29,443.1315,2024-12-30 13:16:00
442.3535,443.1284,2024-12-30 13:15:00
442.3447,443.33444,2024-12-30 13:14:00
442.52,443.3489,2024-12-30 13:13:00
442.3,443.43045,2024-12-30 13:12:00
442.41,443.45242,2024-12-30 13:11:00
442.49,443.4853,2024-12-30 13:10:00
442.5,443.50815,2024-12-30 13:09:00
442.55999999999995,443.4849,2024-12-30 13:08:00
442.58,443.4762,2024-12-30 13:07:00
442.37,443.37512,2024-12-30 13:06:00
442.45,443.36566,2024-12-30 13:05:00
442.44,443.26834,2024-12-30 13:04:00
442.48,443.323,2024-12-30 13:03:00
442.3,443.3008,2024-12-30 13:02:00
442.3,443.33276,2024-12-30 13:01:00
442.3,443.33432,2024-12-30 13:00:00
442.29,443.34235,2024-12-30 12:59:00
442.26,443.34766,2024-12-30 12:58:00
442.3,443.38614,2024-12-30 12:57:00
442.115,443.34482,2024-12-30 12:56:00
442.0,443.40356,2024-12-30 12:55:00
441.89,443.34766,2024-12-30 12:54:00
441.89,443.35687,2024-12-30 12:53:00
441.76,443.27493,2024-12-30 12:52:00
441.8,443.29297,2024-12-30 12:51:00
441.8,443.29803,2024-12-30 12:50:00
441.8,443.41315,2024-12-30 12:49:00
441.8,443.3917,2024-12-30 12:48:00
441.7977,443.48145,2024-12-30 12:47:00
441.8,443.42538,2024-12-30 12:46:00
441.8,443.49683,2024-12-30 12:45:00
441.78,443.39987,2024-12-30 12:44:00
441.73,443.47867,2024-12-30 12:43:00
441.73,443.41547,2024-12-30 12:42:00
441.8,443.52402,2024-12-30 12:41:00
441.8,443.5418,2024-12-30 12:40:00
441.8,443.58853,2024-12-30 12:39:00
441.75,443.63123,2024-12-30 12:38:00
441.7488,443.6199,2024-12-30 12:37:00
441.7,443.64554,2024-12-30 12:36:00
441.7,443.6047,2024-12-30 12:35:00
441.65,443.65372,2024-12-30 12:34:00
441.52,443.67285,2024-12-30 12:33:00
441.39,443.7239,2024-12-30 12:32:00
442.462,443.73428,2024-12-30 12:31:00
441.39,443.7524,2024-12-30 12:30:00
441.39,443.73535,2024-12-30 12:29:00
441.65,443.71957,2024-12-30 12:28:00
441.615,443.6291,2024-12-30 12:27:00
441.65,443.67538,2024-12-30 12:26:00
441.65,443.5375,2024-12-30 12:25:00
441.7,443.5373,2024-12-30 12:24:00
441.8,443.4562,2024-12-30 12:23:00
441.59999999999997,443.49176,2024-12-30 12:22:00
443.57,443.41733,2024-12-30 12:21:00
441.55,443.43466,2024-12-30 12:20:00
441.59999999999997,443.37265,2024-12-30 12:19:00
443.57,443.3712,2024-12-30 12:18:00
443.02,443.3072,2024-12-30 12:17:00
444.0,443.32132,2024-12-30 12:16:00
441.82,443.29218,2024-12-30 12:15:00
441.93,443.27002,2024-12-30 12:14:00
441.85,443.17932,2024-12-30 12:13:00
441.78,443.0763,2024-12-30 12:12:00
441.78,442.94327,2024-12-30 12:11:00
441.7,442.941,2024-12-30 12:10:00
441.73,442.85254,2024-12-30 12:09:00
441.75,442.90085,2024-12-30 12:08:00
441.64,442.89322,2024-12-30 12:07:00
441.75,442.99072,2024-12-30 12:06:00
441.77,443.04916,2024-12-30 12:05:00
441.82,443.193,2024-12-30 12:04:00
441.77,443.217,2024-12-30 12:03:00
441.79,443.31894,2024-12-30 12:02:00
441.88,443.31223,2024-12-30 12:01:00
441.85,443.403,2024-12-30 12:00:00
441.8,443.2981,2024-12-30 11:59:00
441.84,443.36844,2024-12-30 11:58:00
441.84,443.3684,2024-12-30 11:57:00
441.99,443.4337,2024-12-30 11:56:00
442.08,443.49646,2024-12-30 11:55:00
441.95,443.4628,2024-12-30 11:54:00
441.86,443.47586,2024-12-30 11:53:00
441.93,443.43488,2024-12-30 11:52:00
442.06,443.42624,2024-12-30 11:51:00
441.95,443.43637,2024-12-30 11:50:00
441.9,443.33005,2024-12-30 11:49:00
441.9,443.36975,2024-12-30 11:48:00
441.84,443.27496,2024-12-30 11:47:00
441.85,443.3549,2024-12-30 11:46:00
441.82,443.2778,2024-12-30 11:45:00
441.81,443.4244,2024-12-30 11:44:00
441.83,443.41403,2024-12-30 11:43:00
441.76,443.61694,2024-12-30 11:42:00
441.86,443.6415,2024-12-30 11:41:00
441.87,443.85046,2024-12-30 11:40:00
441.87,443.83597,2024-12-30 11:39:00
441.85,443.93985,2024-12-30 11:38:00
441.81,443.76443,2024-12-30 11:37:00
441.81,443.87274,2024-12-30 11:36:00
441.81,443.75003,2024-12-30 11:35:00
441.8,443.92368,2024-12-30 11:34:00
441.9,443.8698,2024-12-30 11:33:00
442.0,443.97552,2024-12-30 11:32:00
441.8,443.8678,2024-12-30 11:31:00
441.78,443.86188,2024-12-30 11:30:00
441.76,443.73187,2024-12-30 11:29:00
441.7,443.73514,2024-12-30 11:28:00
441.79,443.71143,2024-12-30 11:27:00
441.85,443.80722,2024-12-30 11:26:00
441.8,443.84756,2024-12-30 11:25:00
441.81,443.9172,2024-12-30 11:24:00
441.86,443.9161,2024-12-30 11:23:00
441.89,443.93317,2024-12-30 11:22:00
441.83,443.9079,2024-12-30 11:21:00
441.8,443.86826,2024-12-30 11:20:00
441.91999999999996,443.81363,2024-12-30 11:19:00
441.85,443.71548,2024-12-30 11:18:00
441.91,443.6239,2024-12-30 11:17:00
441.81,443.50665,2024-12-30 11:16:00
441.29,443.4067,2024-12-30 11:15:00
441.23,443.3162,2024-12-30 11:14:00
441.12,443.25903,2024-12-30 11:13:00
441.18,443.25143,2024-12-30 11:12:00
441.12,443.23074,2024-12-30 11:11:00
441.11,443.2157,2024-12-30 11:10:00
441.11,443.21796,2024-12-30 11:09:00
441.05,443.1911,2024-12-30 11:08:00
441.12,443.22772,2024-12-30 11:07:00
441.17,443.20557,2024-12-30 11:06:00
440.83,443.2394,2024-12-30 11:05:00
440.88,443.23898,2024-12-30 11:04:00
440.9,443.25116,2024-12-30 11:03:00
440.82,443.27585,2024-12-30 11:02:00
440.76,443.21164,2024-12-30 11:01:00
440.77,443.24185,2024-12-30 11:00:00
440.81,443.20456,2024-12-30 10:59:00
440.81,443.25803,2024-12-30 10:58:00
440.83,443.16324,2024-12-30 10:57:00
440.83,443.22134,2024-12-30 10:56:00
440.76,443.15298,2024-12-30 10:55:00
440.74,443.26108,2024-12-30 10:54:00
440.81,443.29877,2024-12-30 10:53:00
440.91,443.4729,2024-12-30 10:52:00
441.02,443.5658,2024-12-30 10:51:00
441.05,443.6774,2024-12-30 10:50:00
441.2,443.73392,2024-12-30 10:49:00
441.16,443.75278,2024-12-30 10:48:00
441.18,443.78696,2024-12-30 10:47:00
441.19,443.80377,2024-12-30 10:46:00
441.19,443.67355,2024-12-30 10:45:00
441.07,443.74597,2024-12-30 10:44:00
