Actual High Prices,Predicted High Prices,Date
448.7699,448.16473,2024-12-31 14:50:00
449.15,448.4439,2024-12-31 14:49:00
449.01000000000005,448.5045,2024-12-31 14:48:00
449.0799,448.6467,2024-12-31 14:47:00
449.3186,448.6666,2024-12-31 14:46:00
449.16,448.72723,2024-12-31 14:45:00
449.47,448.73373,2024-12-31 14:44:00
449.589,448.72934,2024-12-31 14:43:00
449.5828,448.6644,2024-12-31 14:42:00
449.55,448.54507,2024-12-31 14:41:00
449.5,448.4453,2024-12-31 14:40:00
449.53,448.33807,2024-12-31 14:39:00
449.4199,448.26846,2024-12-31 14:38:00
449.12,448.22076,2024-12-31 14:37:00
448.97,448.1197,2024-12-31 14:36:00
448.8269,448.11273,2024-12-31 14:35:00
448.41,447.9539,2024-12-31 14:34:00
448.37000000000006,448.0526,2024-12-31 14:33:00
448.63,448.03915,2024-12-31 14:32:00
448.41,448.26178,2024-12-31 14:31:00
448.81,448.24036,2024-12-31 14:30:00
448.86,448.41568,2024-12-31 14:29:00
449.1,448.34238,2024-12-31 14:28:00
449.62,448.37234,2024-12-31 14:27:00
449.18,448.19556,2024-12-31 14:26:00
449.1,448.01022,2024-12-31 14:25:00
448.67999999999995,447.76163,2024-12-31 14:24:00
448.7,447.49585,2024-12-31 14:23:00
448.61,447.27985,2024-12-31 14:22:00
448.29,447.06314,2024-12-31 14:21:00
448.24,446.9273,2024-12-31 14:20:00
446.98,446.7828,2024-12-31 14:19:00
446.78,446.78613,2024-12-31 14:18:00
446.5995,446.7172,2024-12-31 14:17:00
446.9641,446.9269,2024-12-31 14:16:00
447.48,447.00424,2024-12-31 14:15:00
448.2,447.22662,2024-12-31 14:14:00
448.0599000000001,447.3091,2024-12-31 14:13:00
447.945,447.42545,2024-12-31 14:12:00
448.35,447.39563,2024-12-31 14:11:00
448.2399,447.44006,2024-12-31 14:10:00
448.08,447.37976,2024-12-31 14:09:00
448.22,447.4093,2024-12-31 14:08:00
448.24,447.21454,2024-12-31 14:07:00
447.87,447.36914,2024-12-31 14:06:00
447.8,447.1634,2024-12-31 14:05:00
447.78,447.26678,2024-12-31 14:04:00
447.53,447.08588,2024-12-31 14:03:00
447.37,447.1808,2024-12-31 14:02:00
447.3399,447.11267,2024-12-31 14:01:00
447.19,447.1778,2024-12-31 14:00:00
447.55,447.12772,2024-12-31 13:59:00
447.2,447.1129,2024-12-31 13:58:00
447.6,447.0044,2024-12-31 13:57:00
447.38999999999993,446.8852,2024-12-31 13:56:00
447.381,446.60217,2024-12-31 13:55:00
447.68,446.27536,2024-12-31 13:54:00
447.695,445.88123,2024-12-31 13:53:00
447.31,445.49246,2024-12-31 13:52:00
445.68,445.10016,2024-12-31 13:51:00
444.789,444.7261,2024-12-31 13:50:00
444.15,444.3859,2024-12-31 13:49:00
444.7,444.04822,2024-12-31 13:48:00
443.5,443.80222,2024-12-31 13:47:00
443.5,443.62943,2024-12-31 13:46:00
443.5,443.4815,2024-12-31 13:45:00
443.5,443.34586,2024-12-31 13:44:00
443.49,443.24197,2024-12-31 13:43:00
443.49,443.13724,2024-12-31 13:42:00
443.63,443.1392,2024-12-31 13:41:00
443.7,443.0741,2024-12-31 13:40:00
443.58,443.08582,2024-12-31 13:39:00
443.4,442.9336,2024-12-31 13:38:00
443.33,442.90042,2024-12-31 13:37:00
443.24,442.76587,2024-12-31 13:36:00
443.33,442.788,2024-12-31 13:35:00
443.33,442.7464,2024-12-31 13:34:00
443.37,442.83362,2024-12-31 13:33:00
443.37,442.83548,2024-12-31 13:32:00
443.37,442.95148,2024-12-31 13:31:00
443.28,443.01572,2024-12-31 13:30:00
444.143,443.11603,2024-12-31 13:29:00
443.39,443.0746,2024-12-31 13:28:00
443.32,443.08948,2024-12-31 13:27:00
443.09,442.9084,2024-12-31 13:26:00
442.95,442.86896,2024-12-31 13:25:00
442.94,442.70767,2024-12-31 13:24:00
442.85,442.7526,2024-12-31 13:23:00
443.03,442.6559,2024-12-31 13:22:00
443.31,442.7215,2024-12-31 13:21:00
443.005,442.69992,2024-12-31 13:20:00
442.93,442.80524,2024-12-31 13:19:00
443.19999999999993,442.88022,2024-12-31 13:18:00
443.4,443.044,2024-12-31 13:17:00
443.41,443.20828,2024-12-31 13:16:00
443.34,443.38525,2024-12-31 13:15:00
443.66,443.4977,2024-12-31 13:14:00
443.65,443.6191,2024-12-31 13:13:00
443.82,443.67712,2024-12-31 13:12:00
443.67,443.75122,2024-12-31 13:11:00
443.7,443.77673,2024-12-31 13:10:00
446.02,443.80612,2024-12-31 13:09:00
443.89,443.8077,2024-12-31 13:08:00
443.88,443.79807,2024-12-31 13:07:00
443.8,443.7229,2024-12-31 13:06:00
443.9,443.60764,2024-12-31 13:05:00
443.75,443.51843,2024-12-31 13:04:00
443.9,443.5129,2024-12-31 13:03:00
444.0,443.44995,2024-12-31 13:02:00
443.9902,443.42026,2024-12-31 13:01:00
444.0,443.3767,2024-12-31 13:00:00
444.19,443.3867,2024-12-31 12:59:00
443.9,443.36972,2024-12-31 12:58:00
444.18000000000006,443.43616,2024-12-31 12:57:00
444.055,443.47675,2024-12-31 12:56:00
444.28,443.62903,2024-12-31 12:55:00
444.2,443.69577,2024-12-31 12:54:00
444.19,443.73767,2024-12-31 12:53:00
444.015,443.814,2024-12-31 12:52:00
444.34,443.79517,2024-12-31 12:51:00
444.22,443.89203,2024-12-31 12:50:00
443.99,443.8396,2024-12-31 12:49:00
444.22,443.9583,2024-12-31 12:48:00
444.33,443.95258,2024-12-31 12:47:00
444.47,444.09048,2024-12-31 12:46:00
444.69,444.04788,2024-12-31 12:45:00
444.44,444.04895,2024-12-31 12:44:00
444.35,443.91678,2024-12-31 12:43:00
444.14,443.8193,2024-12-31 12:42:00
444.09,443.67874,2024-12-31 12:41:00
443.94,443.61853,2024-12-31 12:40:00
443.6072,443.53445,2024-12-31 12:39:00
443.78,443.60144,2024-12-31 12:38:00
443.88,443.65735,2024-12-31 12:37:00
443.96,443.84174,2024-12-31 12:36:00
444.905,443.94342,2024-12-31 12:35:00
443.995,443.99753,2024-12-31 12:34:00
444.08,444.06854,2024-12-31 12:33:00
444.0837,444.0052,2024-12-31 12:32:00
444.0,444.0096,2024-12-31 12:31:00
444.0885,443.8993,2024-12-31 12:30:00
444.08,444.0196,2024-12-31 12:29:00
444.145,443.99808,2024-12-31 12:28:00
444.11,444.14233,2024-12-31 12:27:00
446.02,444.11487,2024-12-31 12:26:00
444.11,444.18668,2024-12-31 12:25:00
444.3,444.14505,2024-12-31 12:24:00
446.02,444.12372,2024-12-31 12:23:00
444.75,444.06284,2024-12-31 12:22:00
446.02,443.98935,2024-12-31 12:21:00
444.3,443.9768,2024-12-31 12:20:00
444.23,443.8142,2024-12-31 12:19:00
444.2,443.7793,2024-12-31 12:18:00
444.21,443.64087,2024-12-31 12:17:00
444.2,443.67468,2024-12-31 12:16:00
444.31,443.5848,2024-12-31 12:15:00
444.24,443.53568,2024-12-31 12:14:00
444.19,443.5035,2024-12-31 12:13:00
444.0,443.42786,2024-12-31 12:12:00
444.11,443.44476,2024-12-31 12:11:00
444.0,443.50333,2024-12-31 12:10:00
444.1,443.66833,2024-12-31 12:09:00
444.11,443.73508,2024-12-31 12:08:00
444.14,443.8728,2024-12-31 12:07:00
444.11,443.8928,2024-12-31 12:06:00
444.2,443.97467,2024-12-31 12:05:00
444.36,444.01135,2024-12-31 12:04:00
444.41,443.99548,2024-12-31 12:03:00
444.42,444.00052,2024-12-31 12:02:00
444.43,443.799,2024-12-31 12:01:00
444.44,443.73215,2024-12-31 12:00:00
444.32,443.53415,2024-12-31 11:59:00
444.33,443.52466,2024-12-31 11:58:00
444.34,443.47473,2024-12-31 11:57:00
444.34,443.60834,2024-12-31 11:56:00
444.38,443.5939,2024-12-31 11:55:00
444.48,443.73495,2024-12-31 11:54:00
444.59,443.77805,2024-12-31 11:53:00
444.59,443.91025,2024-12-31 11:52:00
444.48,443.86832,2024-12-31 11:51:00
444.44,443.87424,2024-12-31 11:50:00
444.47,443.84116,2024-12-31 11:49:00
444.47,443.86737,2024-12-31 11:48:00
444.50000000000006,443.9392,2024-12-31 11:47:00
444.6,443.98126,2024-12-31 11:46:00
444.57,444.07828,2024-12-31 11:45:00
444.68,444.03574,2024-12-31 11:44:00
444.63,444.05457,2024-12-31 11:43:00
444.38,443.9667,2024-12-31 11:42:00
444.22,443.9442,2024-12-31 11:41:00
444.32,443.93213,2024-12-31 11:40:00
444.31,443.9432,2024-12-31 11:39:00
444.27,444.06055,2024-12-31 11:38:00
444.36,444.01852,2024-12-31 11:37:00
444.15,444.10764,2024-12-31 11:36:00
444.16,443.99963,2024-12-31 11:35:00
444.18000000000006,444.04813,2024-12-31 11:34:00
444.19,443.97964,2024-12-31 11:33:00
444.18000000000006,443.9885,2024-12-31 11:32:00
444.09,443.90244,2024-12-31 11:31:00
444.07,443.8549,2024-12-31 11:30:00
444.04,443.81134,2024-12-31 11:29:00
444.08,443.7771,2024-12-31 11:28:00
444.1,443.78113,2024-12-31 11:27:00
444.0,443.67627,2024-12-31 11:26:00
443.97,443.7034,2024-12-31 11:25:00
443.95,443.60388,2024-12-31 11:24:00
443.97,443.63696,2024-12-31 11:23:00
444.0,443.5932,2024-12-31 11:22:00
443.84999999999997,443.5783,2024-12-31 11:21:00
443.89,443.48904,2024-12-31 11:20:00
443.97,443.5295,2024-12-31 11:19:00
443.86000000000007,443.41702,2024-12-31 11:18:00
443.98,443.46698,2024-12-31 11:17:00
443.96,443.4584,2024-12-31 11:16:00
443.99,443.56,2024-12-31 11:15:00
444.04,443.53305,2024-12-31 11:14:00
444.13,443.57718,2024-12-31 11:13:00
444.13,443.60272,2024-12-31 11:12:00
444.05,443.54083,2024-12-31 11:11:00
444.15,443.61368,2024-12-31 11:10:00
444.13,443.47708,2024-12-31 11:09:00
444.06,443.6303,2024-12-31 11:08:00
444.16,443.51086,2024-12-31 11:07:00
444.17,443.68457,2024-12-31 11:06:00
444.15,443.58826,2024-12-31 11:05:00
444.24,443.71405,2024-12-31 11:04:00
444.25,443.70746,2024-12-31 11:03:00
444.25,443.8224,2024-12-31 11:02:00
444.38,443.82977,2024-12-31 11:01:00
444.17,443.75522,2024-12-31 11:00:00
444.24,443.75372,2024-12-31 10:59:00
444.08,443.60175,2024-12-31 10:58:00
443.94,443.614,2024-12-31 10:57:00
443.94,443.43695,2024-12-31 10:56:00
443.94,443.4609,2024-12-31 10:55:00
443.93,443.32224,2024-12-31 10:54:00
443.76,443.35822,2024-12-31 10:53:00
443.84999999999997,443.3663,2024-12-31 10:52:00
443.84999999999997,443.43192,2024-12-31 10:51:00
443.81,443.5814,2024-12-31 10:50:00
443.82,443.61017,2024-12-31 10:49:00
443.88,443.7246,2024-12-31 10:48:00
443.86000000000007,443.71207,2024-12-31 10:47:00
443.89,443.7562,2024-12-31 10:46:00
443.93,443.6907,2024-12-31 10:45:00
443.94,443.6212,2024-12-31 10:44:00
443.94,443.46478,2024-12-31 10:43:00
443.94,443.3293,2024-12-31 10:42:00
443.87,443.28018,2024-12-31 10:41:00
443.87,443.20926,2024-12-31 10:40:00
443.84999999999997,443.16168,2024-12-31 10:39:00
443.87,443.09845,2024-12-31 10:38:00
443.75,443.077,2024-12-31 10:37:00
443.75,443.1307,2024-12-31 10:36:00
443.8,443.19867,2024-12-31 10:35:00
443.79,443.38895,2024-12-31 10:34:00
443.76,443.48254,2024-12-31 10:33:00
443.8,443.57446,2024-12-31 10:32:00
443.76,443.50888,2024-12-31 10:31:00
443.79,443.47974,2024-12-31 10:30:00
443.75,443.37506,2024-12-31 10:29:00
443.67,443.32544,2024-12-31 10:28:00
443.79,443.28436,2024-12-31 10:27:00
443.77,443.22818,2024-12-31 10:26:00
443.59,443.20514,2024-12-31 10:25:00
443.48,443.1161,2024-12-31 10:24:00
443.48,443.1408,2024-12-31 10:23:00
443.49,443.07764,2024-12-31 10:22:00
443.4,443.22705,2024-12-31 10:21:00
443.53,443.27438,2024-12-31 10:20:00
443.53,443.47565,2024-12-31 10:19:00
443.61,443.54382,2024-12-31 10:18:00
443.63,443.56757,2024-12-31 10:17:00
443.68,443.58182,2024-12-31 10:16:00
443.79,443.4571,2024-12-31 10:15:00
443.79,443.47873,2024-12-31 10:14:00
443.8,443.25784,2024-12-31 10:13:00
443.7,443.25616,2024-12-31 10:12:00
443.69,443.0168,2024-12-31 10:11:00
443.81,443.0775,2024-12-31 10:10:00
443.81,442.95004,2024-12-31 10:09:00
443.76,443.03244,2024-12-31 10:08:00
443.89,442.88684,2024-12-31 10:07:00
443.8399999999999,443.00244,2024-12-31 10:06:00
443.89,442.89053,2024-12-31 10:05:00
443.82,443.01147,2024-12-31 10:04:00
443.68,442.83038,2024-12-31 10:03:00
443.87,443.1048,2024-12-31 10:02:00
443.67,442.99307,2024-12-31 10:01:00
443.79,443.34256,2024-12-31 10:00:00
443.8,443.2832,2024-12-31 09:59:00
443.8399999999999,443.54382,2024-12-31 09:58:00
443.78,443.4559,2024-12-31 09:57:00
443.78,443.45767,2024-12-31 09:56:00
443.73,443.4527,2024-12-31 09:55:00
443.78,443.4153,2024-12-31 09:54:00
443.48,443.4303,2024-12-31 09:53:00
443.45,443.4408,2024-12-31 09:52:00
443.71,443.42896,2024-12-31 09:51:00
443.42,443.5406,2024-12-31 09:50:00
443.65,443.51367,2024-12-31 09:49:00
443.69,443.65405,2024-12-31 09:48:00
443.74,443.6853,2024-12-31 09:47:00
443.8,443.83618,2024-12-31 09:46:00
443.89,443.82773,2024-12-31 09:45:00
444.0,443.9327,2024-12-31 09:44:00
443.96,443.82703,2024-12-31 09:43:00
443.9,443.8181,2024-12-31 09:42:00
443.9,443.6469,2024-12-31 09:41:00
443.96,443.58588,2024-12-31 09:40:00
443.8,443.41464,2024-12-31 09:39:00
443.62,443.37628,2024-12-31 09:38:00
443.62,443.26016,2024-12-31 09:37:00
443.56,443.2616,2024-12-31 09:36:00
443.5199999999999,443.1748,2024-12-31 09:35:00
443.5199999999999,443.25098,2024-12-31 09:34:00
443.53,443.27405,2024-12-31 09:33:00
443.5400000000001,443.32965,2024-12-31 09:32:00
443.5,443.33484,2024-12-31 09:31:00
443.42,443.28925,2024-12-31 09:30:00
443.44,443.29254,2024-12-31 09:29:00
443.3,443.276,2024-12-31 09:28:00
443.32,443.30945,2024-12-31 09:27:00
443.3,443.32135,2024-12-31 09:26:00
443.35,443.292,2024-12-31 09:25:00
443.35,443.28394,2024-12-31 09:24:00
443.3,443.18002,2024-12-31 09:23:00
443.18,443.12204,2024-12-31 09:22:00
443.19999999999993,442.9879,2024-12-31 09:21:00
443.23,442.9949,2024-12-31 09:20:00
443.19999999999993,442.93698,2024-12-31 09:19:00
443.21,443.025,2024-12-31 09:18:00
443.23,442.95294,2024-12-31 09:17:00
443.23,442.98917,2024-12-31 09:16:00
443.2200000000001,442.79294,2024-12-31 09:15:00
443.18,442.8814,2024-12-31 09:14:00
443.23,442.75247,2024-12-31 09:13:00
443.24,442.9234,2024-12-31 09:12:00
443.28,442.8443,2024-12-31 09:11:00
443.29,442.90753,2024-12-31 09:10:00
443.3,442.78314,2024-12-31 09:09:00
443.29,442.78864,2024-12-31 09:08:00
443.27,442.72794,2024-12-31 09:07:00
443.32,442.7328,2024-12-31 09:06:00
443.45,442.7563,2024-12-31 09:05:00
443.45,442.75766,2024-12-31 09:04:00
443.33,442.74695,2024-12-31 09:03:00
443.5,442.77948,2024-12-31 09:02:00
443.36,442.78284,2024-12-31 09:01:00
443.4,442.79877,2024-12-31 09:00:00
443.36,442.69208,2024-12-31 08:59:00
443.41,442.79028,2024-12-31 08:58:00
443.34,442.7412,2024-12-31 08:57:00
443.29,442.87567,2024-12-31 08:56:00
443.28,442.91797,2024-12-31 08:55:00
443.35,443.12695,2024-12-31 08:54:00
443.41,443.2238,2024-12-31 08:53:00
443.37,443.28925,2024-12-31 08:52:00
443.3,443.24612,2024-12-31 08:51:00
443.33,443.23248,2024-12-31 08:50:00
443.47,443.19287,2024-12-31 08:49:00
443.49,443.2307,2024-12-31 08:48:00
443.5,443.16202,2024-12-31 08:47:00
443.58,443.16837,2024-12-31 08:46:00
443.58,443.039,2024-12-31 08:45:00
443.5199999999999,443.01816,2024-12-31 08:44:00
443.44,442.97052,2024-12-31 08:43:00
443.48,443.02216,2024-12-31 08:42:00
443.41,443.1073,2024-12-31 08:41:00
443.45,443.17838,2024-12-31 08:40:00
443.59,443.22122,2024-12-31 08:39:00
443.41,443.23624,2024-12-31 08:38:00
443.58,443.2294,2024-12-31 08:37:00
443.48,443.27325,2024-12-31 08:36:00
443.51,443.2992,2024-12-31 08:35:00
443.47,443.363,2024-12-31 08:34:00
443.08,443.35458,2024-12-31 08:33:00
443.1,443.49625,2024-12-31 08:32:00
443.11,443.59796,2024-12-31 08:31:00
443.41,443.8537,2024-12-31 08:30:00
443.51,444.02408,2024-12-31 08:29:00
444.12,444.2574,2024-12-31 08:28:00
445.0,444.4223,2024-12-31 08:27:00
445.2,444.53687,2024-12-31 08:26:00
445.23,444.61267,2024-12-31 08:25:00
445.0,444.45908,2024-12-31 08:24:00
444.95,444.57605,2024-12-31 08:23:00
445.0,444.3622,2024-12-31 08:22:00
445.0,444.56287,2024-12-31 08:21:00
444.96,444.4515,2024-12-31 08:20:00
445.1,444.65204,2024-12-31 08:19:00
445.0,444.51184,2024-12-31 08:18:00
444.99,444.5819,2024-12-31 08:17:00
445.0,444.40204,2024-12-31 08:16:00
445.0,444.3639,2024-12-31 08:15:00
444.77,444.34283,2024-12-31 08:14:00
445.01,444.269,2024-12-31 08:13:00
445.08,444.4377,2024-12-31 08:12:00
445.2,444.34677,2024-12-31 08:11:00
445.1,444.49948,2024-12-31 08:10:00
445.1,444.3865,2024-12-31 08:09:00
445.1,444.46146,2024-12-31 08:08:00
444.99,444.38947,2024-12-31 08:07:00
445.08,444.52783,2024-12-31 08:06:00
445.2,444.52975,2024-12-31 08:05:00
445.0,444.6067,2024-12-31 08:04:00
444.9,444.55862,2024-12-31 08:03:00
444.95,444.68967,2024-12-31 08:02:00
444.965,444.71762,2024-12-31 08:01:00
445.09,444.8094,2024-12-31 08:00:00
445.0,444.78268,2024-12-31 07:59:00
445.3,444.8071,2024-12-31 07:58:00
445.1,444.72614,2024-12-31 07:57:00
445.2,444.7287,2024-12-31 07:56:00
445.2,444.72018,2024-12-31 07:55:00
445.2,444.752,2024-12-31 07:54:00
445.2,444.74603,2024-12-31 07:53:00
445.18,444.7528,2024-12-31 07:52:00
444.965,444.71832,2024-12-31 07:51:00
445.2,444.63934,2024-12-31 07:50:00
444.99,444.6445,2024-12-31 07:49:00
445.0902,444.57678,2024-12-31 07:48:00
445.0,444.61673,2024-12-31 07:47:00
444.91,444.60623,2024-12-31 07:46:00
445.3,444.71027,2024-12-31 07:45:00
445.1,444.7128,2024-12-31 07:44:00
445.1,444.69357,2024-12-31 07:43:00
445.1,444.58682,2024-12-31 07:42:00
445.1,444.56064,2024-12-31 07:41:00
445.11,444.50223,2024-12-31 07:40:00
445.1,444.57278,2024-12-31 07:39:00
445.3,444.51767,2024-12-31 07:38:00
444.99,444.58786,2024-12-31 07:37:00
445.1,444.54468,2024-12-31 07:36:00
445.1,444.7292,2024-12-31 07:35:00
445.1,444.72165,2024-12-31 07:33:00
445.24,444.89212,2024-12-31 07:32:00
445.1,444.73724,2024-12-31 07:31:00
445.1,444.7747,2024-12-31 07:30:00
445.3,444.67477,2024-12-31 07:29:00
445.3,444.6572,2024-12-31 07:28:00
444.995,444.60065,2024-12-31 07:27:00
445.09,444.53058,2024-12-31 07:26:00
444.995,444.53754,2024-12-31 07:25:00
445.09,444.50394,2024-12-31 07:24:00
445.1,444.50803,2024-12-31 07:23:00
445.3,444.5118,2024-12-31 07:22:00
445.3,444.47983,2024-12-31 07:21:00
445.23,444.46655,2024-12-31 07:20:00
445.23,444.42517,2024-12-31 07:19:00
445.11,444.44104,2024-12-31 07:18:00
445.25,444.41537,2024-12-31 07:17:00
445.25,444.43857,2024-12-31 07:16:00
445.3,444.4402,2024-12-31 07:15:00
445.3,444.48483,2024-12-31 07:14:00
444.955,444.54047,2024-12-31 07:13:00
445.2,444.60355,2024-12-31 07:12:00
445.005,444.6975,2024-12-31 07:11:00
444.85,444.70532,2024-12-31 07:09:00
445.0,444.7884,2024-12-31 07:08:00
444.9925,444.76987,2024-12-31 07:07:00
445.19,444.83218,2024-12-31 07:06:00
445.19,444.79428,2024-12-31 07:05:00
444.95,444.89462,2024-12-31 07:04:00
445.19,444.84915,2024-12-31 07:03:00
445.06,444.89386,2024-12-31 07:02:00
445.06,444.924,2024-12-31 07:01:00
445.05,444.94165,2024-12-31 07:00:00
445.22,445.0,2024-12-31 06:59:00
445.3,445.00998,2024-12-31 06:57:00
445.005,445.032,2024-12-31 06:56:00
445.2025,444.98804,2024-12-31 06:55:00
445.04,444.98224,2024-12-31 06:54:00
445.168,444.94763,2024-12-31 06:52:00
444.93,444.9887,2024-12-31 06:51:00
445.18,444.98364,2024-12-31 06:50:00
445.18,444.92413,2024-12-31 06:49:00
445.2,444.9386,2024-12-31 06:48:00
444.95,444.84064,2024-12-31 06:47:00
445.2,444.9222,2024-12-31 06:46:00
445.2,444.80606,2024-12-31 06:45:00
445.2,444.88257,2024-12-31 06:44:00
445.19,444.72644,2024-12-31 06:43:00
445.2,444.8611,2024-12-31 06:42:00
445.2,444.70895,2024-12-31 06:41:00
445.2,444.90088,2024-12-31 06:40:00
444.99,444.80756,2024-12-31 06:39:00
444.95,444.98007,2024-12-31 06:38:00
445.2,444.9786,2024-12-31 06:37:00
446.02,445.04153,2024-12-31 06:36:00
444.875,445.10245,2024-12-31 06:35:00
445.2,445.1224,2024-12-31 06:34:00
445.0,445.14688,2024-12-31 06:33:00
444.9,444.9991,2024-12-31 06:32:00
445.2,444.9419,2024-12-31 06:31:00
444.89,444.77618,2024-12-31 06:30:00
445.18,444.65872,2024-12-31 06:29:00
444.9,444.55835,2024-12-31 06:28:00
444.9,444.4598,2024-12-31 06:27:00
445.0,444.50012,2024-12-31 06:26:00
445.2,444.45853,2024-12-31 06:24:00
445.0,444.5576,2024-12-31 06:22:00
444.95,444.4621,2024-12-31 06:21:00
445.2,444.62167,2024-12-31 06:20:00
445.2,444.5349,2024-12-31 06:19:00
445.2,444.6331,2024-12-31 06:18:00
444.95,444.5258,2024-12-31 06:17:00
444.98,444.71246,2024-12-31 06:16:00
445.13,444.7116,2024-12-31 06:15:00
445.12,444.8797,2024-12-31 06:14:00
445.15,444.89148,2024-12-31 06:13:00
445.15,444.98978,2024-12-31 06:12:00
445.15,444.94574,2024-12-31 06:11:00
445.16,445.02148,2024-12-31 06:10:00
445.3,444.94836,2024-12-31 06:09:00
445.21,445.00525,2024-12-31 06:08:00
445.3,444.93124,2024-12-31 06:07:00
445.21,444.92288,2024-12-31 06:06:00
445.21,444.91623,2024-12-31 06:05:00
445.19,444.96915,2024-12-31 06:04:00
445.2,444.94934,2024-12-31 06:02:00
445.25,444.88788,2024-12-31 06:01:00
445.185,444.87762,2024-12-31 06:00:00
445.25,444.9143,2024-12-31 05:59:00
445.25,444.9231,2024-12-31 05:58:00
445.39,445.01257,2024-12-31 05:57:00
445.39,445.08676,2024-12-31 05:56:00
445.4,445.20016,2024-12-31 05:55:00
445.4,445.30835,2024-12-31 05:54:00
446.02,445.3284,2024-12-31 05:53:00
445.4,445.4043,2024-12-31 05:52:00
446.02,445.31265,2024-12-31 05:51:00
445.2272,445.3639,2024-12-31 05:50:00
445.23,445.19217,2024-12-31 05:49:00
445.13,445.28378,2024-12-31 05:48:00
445.14000000000004,445.13132,2024-12-31 05:47:00
445.13499999999993,445.318,2024-12-31 05:46:00
445.26,445.25415,2024-12-31 05:45:00
445.255,445.51785,2024-12-31 05:44:00
445.5,445.48038,2024-12-31 05:43:00
445.5,445.67346,2024-12-31 05:42:00
445.2725,445.6196,2024-12-31 05:41:00
445.255,445.7637,2024-12-31 05:40:00
445.4,445.69513,2024-12-31 05:39:00
445.28,445.8196,2024-12-31 05:38:00
445.285,445.76355,2024-12-31 05:37:00
445.285,446.03323,2024-12-31 05:36:00
445.46999999999997,446.05817,2024-12-31 05:35:00
445.3,446.4096,2024-12-31 05:34:00
445.3,446.43933,2024-12-31 05:33:00
445.29,446.71475,2024-12-31 05:32:00
445.49,446.85037,2024-12-31 05:31:00
445.49,447.12686,2024-12-31 05:30:00
445.49,447.257,2024-12-31 05:29:00
445.5,447.40698,2024-12-31 05:28:00
445.5,447.45657,2024-12-31 05:27:00
445.275,447.55496,2024-12-31 05:26:00
445.23,447.58313,2024-12-31 05:25:00
445.255,447.7381,2024-12-31 05:24:00
445.5,447.81442,2024-12-31 05:23:00
445.405,448.09445,2024-12-31 05:22:00
445.8,447.9361,2024-12-31 05:21:00
445.481,447.30634,2024-12-31 05:20:00
458.0015,447.0304,2024-12-31 05:19:00
445.8,446.50946,2024-12-31 05:18:00
445.6842,446.1623,2024-12-31 05:17:00
445.8,445.60504,2024-12-31 05:16:00
445.8,445.20587,2024-12-31 05:15:00
445.06,445.07523,2024-12-31 05:14:00
445.35,445.11884,2024-12-31 05:13:00
445.36,445.63184,2024-12-31 05:12:00
445.7,445.58572,2024-12-31 05:11:00
445.35,446.0986,2024-12-31 05:10:00
445.6555,445.83035,2024-12-31 05:09:00
445.34,446.1993,2024-12-31 05:08:00
445.5,445.9855,2024-12-31 05:06:00
445.7,446.31927,2024-12-31 05:05:00
445.7,446.12787,2024-12-31 05:04:00
446.02,446.4859,2024-12-31 05:03:00
445.29,446.5115,2024-12-31 05:02:00
445.8,446.6228,2024-12-31 05:01:00
445.625,446.6832,2024-12-31 05:00:00
445.625,446.6885,2024-12-31 04:59:00
445.95,446.67154,2024-12-31 04:58:00
445.56,446.57098,2024-12-31 04:57:00
445.6,446.44882,2024-12-31 04:56:00
445.95,446.22562,2024-12-31 04:54:00
446.02,445.99374,2024-12-31 04:53:00
445.7,445.6563,2024-12-31 04:52:00
445.85,445.53146,2024-12-31 04:51:00
445.35,445.23438,2024-12-31 04:50:00
445.35,445.2036,2024-12-31 04:49:00
445.35,444.92224,2024-12-31 04:48:00
445.35,444.84888,2024-12-31 04:47:00
445.35,444.7275,2024-12-31 04:46:00
445.35,444.69073,2024-12-31 04:45:00
445.39,444.62106,2024-12-31 04:44:00
445.8,444.6064,2024-12-31 04:43:00
445.95,444.5734,2024-12-31 04:42:00
446.02,444.49344,2024-12-31 04:41:00
444.95,444.49753,2024-12-31 04:40:00
446.02,444.38666,2024-12-31 04:39:00
444.55,444.45825,2024-12-31 04:38:00
444.50000000000006,444.26505,2024-12-31 04:37:00
444.50000000000006,444.32007,2024-12-31 04:36:00
444.50000000000006,444.16522,2024-12-31 04:35:00
444.50000000000006,444.37064,2024-12-31 04:34:00
446.02,444.31155,2024-12-31 04:33:00
444.688,444.5298,2024-12-31 04:32:00
445.0,444.5841,2024-12-31 04:31:00
445.86,444.73,2024-12-31 04:30:00
445.95,444.79507,2024-12-31 04:29:00
445.96,444.90823,2024-12-31 04:28:00
444.98,444.95126,2024-12-31 04:26:00
446.02,445.07172,2024-12-31 04:25:00
446.02,445.2604,2024-12-31 04:24:00
446.02,445.4495,2024-12-31 04:23:00
446.4,445.5965,2024-12-31 04:22:00
446.5,445.77167,2024-12-31 04:21:00
446.94,445.8296,2024-12-31 04:20:00
447.16,445.9098,2024-12-31 04:19:00
446.41,445.85797,2024-12-31 04:18:00
447.0,445.8884,2024-12-31 04:17:00
446.5,445.83307,2024-12-31 04:16:00
445.51,445.87643,2024-12-31 04:15:00
445.44,445.815,2024-12-31 04:14:00
445.24,445.85834,2024-12-31 04:13:00
445.5,445.8404,2024-12-31 04:12:00
