loss,mean_absolute_percentage_error,root_mean_squared_error,val_loss,val_mean_absolute_percentage_error,val_root_mean_squared_error
0.010482733137905598,3199.6474609375,0.10238522291183472,0.0007291099173016846,4.4078779220581055,0.027002034708857536
0.0003058392321690917,2479.174560546875,0.017488259822130203,0.0003900987794622779,1.8854151964187622,0.019750919193029404
0.0002843595575541258,1156.7086181640625,0.016862964257597923,0.00035800173645839095,1.5621846914291382,0.018920933827757835
0.00027925873291678727,1295.809814453125,0.01671103574335575,0.0003518312005326152,1.6202409267425537,0.018757164478302002
0.0002812021120917052,727.7708129882812,0.016769081354141235,0.0003867876948788762,2.1769773960113525,0.019666919484734535
0.0002763174707069993,577.5708618164062,0.01662280037999153,0.0003422291192691773,1.6487709283828735,0.018499435856938362
0.00026149273617193103,719.3448486328125,0.016170736402273178,0.00033038866240531206,1.5009838342666626,0.018176596611738205
0.0002700243203435093,221.42982482910156,0.016432417556643486,0.00048464303836226463,3.1273610591888428,0.022014610469341278
0.00027691919240169227,685.9784545898438,0.016640888527035713,0.0003264891274739057,1.4766331911087036,0.018069010227918625
0.0002519057597965002,544.8578491210938,0.01587153971195221,0.00032410986023023725,1.53339684009552,0.018003052100539207
0.00025356412515975535,623.8931884765625,0.015923697501420975,0.0003598317562136799,2.11320161819458,0.018969232216477394
0.0002818868379108608,1203.15966796875,0.01678948663175106,0.00033354084007442,1.5970925092697144,0.01826309971511364
0.0002611815289128572,89.79502868652344,0.016161112114787102,0.00032464388641528785,1.6208842992782593,0.018017876893281937
0.0002587492053862661,324.653076171875,0.016085682436823845,0.0003170976706314832,1.6574817895889282,0.017807235941290855
0.0002579745196271688,303.56744384765625,0.016061585396528244,0.00031359089189209044,1.4777368307113647,0.017708497121930122
0.00025329450727440417,281.593994140625,0.01591522805392742,0.0005515461089089513,3.6303982734680176,0.02348501794040203
0.0002493780630175024,967.5750122070312,0.01579170860350132,0.0003208957496099174,1.6176010370254517,0.017913563176989555
0.0002482132986187935,694.0936889648438,0.015754787251353264,0.0003436835831962526,2.0400619506835938,0.01853870414197445
0.000246143143158406,1104.8275146484375,0.015688950195908546,0.00030955945840105414,1.470641016960144,0.01759430207312107
0.0002557992411311716,320.1094055175781,0.015993725508451462,0.0003138056199532002,1.4774227142333984,0.01771456003189087
0.00026308532687835395,713.8622436523438,0.016219904646277428,0.00036660960176959634,2.291982889175415,0.019147051498293877
0.0002442834374960512,1134.01220703125,0.015629569068551064,0.0002952624054159969,1.4243618249893188,0.017183201387524605
0.00024313907488249242,378.1663513183594,0.015592917799949646,0.0004274607927072793,2.8747591972351074,0.02067512460052967
0.00026548930327408016,418.57366943359375,0.01629384234547615,0.0003112723643425852,1.3339353799819946,0.0176429133862257
0.0002479968825355172,334.9662170410156,0.01574791595339775,0.00029081894899718463,1.4237664937973022,0.01705341413617134
0.00025054282741621137,195.7320098876953,0.01582854427397251,0.00039657135494053364,2.5799272060394287,0.01991409994661808
0.0002685984072741121,984.9752197265625,0.016388971358537674,0.0002945825981441885,1.3186771869659424,0.017163408920168877
0.0002690959663596004,1026.892578125,0.01640414446592331,0.0003768759488593787,2.519383668899536,0.019413292407989502
0.00024644192308187485,691.6219482421875,0.015698468312621117,0.0003456996928434819,1.9572087526321411,0.01859300024807453
0.00025877810548990965,560.7930908203125,0.016086582094430923,0.00030585197964683175,1.5157651901245117,0.017488624900579453
0.0002540579007472843,53.193790435791016,0.015939194709062576,0.0003007064515259117,1.4718157052993774,0.0173408892005682
0.00024792770273052156,593.0659790039062,0.015745719894766808,0.00030455744126811624,1.4904053211212158,0.0174515750259161
0.00027509842766448855,460.19366455078125,0.016586091369390488,0.0008734725415706635,5.576023101806641,0.029554568231105804
0.0002462106931488961,960.5203857421875,0.015691101551055908,0.0003135439765173942,1.3646997213363647,0.01770717278122902
0.00023751794651616365,578.2216186523438,0.01541161723434925,0.0003952860424760729,2.5586278438568115,0.019881801679730415
0.00025076555903069675,531.10400390625,0.015835579484701157,0.0003633296873886138,2.1836583614349365,0.01906120963394642
0.0002564872265793383,399.5970153808594,0.016015218570828438,0.00033189263194799423,1.8450510501861572,0.018217921257019043
0.0002495336811989546,751.2540893554688,0.015796635299921036,0.0003182193322572857,1.661429524421692,0.017838703468441963
0.00025905598886311054,869.6338500976562,0.01609521545469761,0.00035534953349269927,2.0817434787750244,0.018850717693567276
0.00023683434119448066,1180.379638671875,0.01538942288607359,0.00033926544710993767,1.7579643726348877,0.018419159576296806
0.0002393969480181113,566.9480590820312,0.015472457744181156,0.00030943777528591454,1.4170010089874268,0.01759084314107895
0.0002480654511600733,342.3242492675781,0.015750093385577202,0.00032411428401246667,1.9468382596969604,0.018003175035119057
0.00023420638171955943,706.3477783203125,0.01530380267649889,0.00029593505314551294,1.438149333000183,0.01720276288688183
0.00023784168297424912,618.1097412109375,0.015422116965055466,0.0003110812685918063,1.4577314853668213,0.017637496814131737
0.0002487321326043457,774.7261352539062,0.01577124372124672,0.0003174318990204483,1.5120577812194824,0.017816618084907532
0.00026713425177149475,927.3916015625,0.016344241797924042,0.00030535325640812516,1.3208898305892944,0.017474360764026642
0.00023827020777389407,794.38525390625,0.015436003915965557,0.00033243311918340623,1.9419898986816406,0.01823274791240692
0.0002720877237152308,362.50738525390625,0.016495082527399063,0.0003404907474759966,1.9250597953796387,0.018452391028404236
0.00023673963733017445,140.7053680419922,0.01538634579628706,0.0003620755160227418,2.226118803024292,0.019028281792998314
0.0002423557307338342,595.1541137695312,0.01556777860969305,0.00030668795807287097,1.4768147468566895,0.017512507736682892
