Number of Features,Eliminated Feature,MSE,MAE,RMSE,MAPE,SMAPE
43,KAMA,0.0002209544092953,0.0036432294542408,0.0148645352868958,5058308481.575106,5058308481.575106
30,ROC,0.0002209697184942,0.0035041165850289,0.0148650502351743,5628606580.751498,5628606580.751498
42,SAR,0.0002209711951776,0.0035792093436407,0.0148650999047321,4793171230.884579,4793171230.884579
44,TRIX,0.0002209838285708,0.0035651904996904,0.014865524833348,5235873279.075057,5235873279.075057
39,Real Lower Band,0.0002209875012327,0.0035551892364205,0.0148656483623408,5235873279.074892,5235873279.074892
36,Chaikin A/D,0.0002210230973391,0.0035471312930979,0.0148668455746048,5246700374.676175,5246700374.676175
44,FAMA,0.0002210272108784,0.0035477691356315,0.0148669839200312,5235873279.074978,5235873279.074978
33,Real Lower Band,0.0002211161064512,0.0034958852456896,0.0148699733171005,5628606580.751791,5628606580.751791
34,MFI,0.0002211942299828,0.0035547985464338,0.0148725999738726,5246700374.675862,5246700374.675862
48,SlowK,0.0002212160801249,0.0034719979221683,0.0148733345328115,5235873279.074885,5235873279.074885
48,FastK,0.0002212847349876,0.0034710004460547,0.0148756423386569,5235873279.074907,5235873279.074907
58,ADX,0.0002213620099017,0.0034613768714509,0.0148782394758838,5235873279.074607,5235873279.074607
27,OBV,0.0002213969570266,0.0034882199574714,0.0148794138670409,5628606580.751516,5628606580.751516
58,ADXR,0.0002214302747712,0.0034635440083871,0.0148805334168913,5235873279.074612,5235873279.074612
41,WILLR,0.0002215369985403,0.0035383221861112,0.014884119004508,5235873279.075078,5235873279.075078
45,5. volume,0.0002215575547919,0.0035291668342804,0.0148848095315989,5235873279.0749235,5235873279.0749235
28,MOM,0.0002215696232702,0.0034754318456343,0.0148852149218712,5628606580.751474,5628606580.751474
48,RSI,0.0002215735935726,0.003473866423398,0.0148853482852313,5235873279.074885,5235873279.074885
24,KAMA,0.0002216061106653,0.0034523865176378,0.0148864404968194,5653451757.628241,5653451757.628241
44,ADOSC,0.0002216071501246,0.0035673545109183,0.014886475409736,5235873279.07513,5235873279.07513
39,MACD,0.0002216446008111,0.0035650237556758,0.0148877332328032,5235873279.074954,5235873279.074954
30,MOM,0.0002216770872205,0.0035049778165243,0.0148888242390227,5628606580.75151,5628606580.75151
58,3. low,0.0002216918645042,0.0034464334516381,0.0148893204849733,5246700374.675339,5246700374.675339
48,PPO,0.000221692562694,0.0034778909469332,0.0148893439309488,5235873279.074894,5235873279.074894
48,APO,0.000221692562694,0.0034778909469332,0.0148893439309488,5235873279.074894,5235873279.074894
37,MACD_Signal,0.0002217077481493,0.0035675389700887,0.0148898538659498,5235873279.075026,5235873279.075026
37,APO,0.0002217133956733,0.0035840005014024,0.014890043508109,5235873279.075053,5235873279.075053
37,PPO,0.000221803194399,0.0035844723697766,0.0148930585978531,5235873279.075055,5235873279.075055
42,HT_DCPHASE,0.0002218362195787,0.0035651859154853,0.014894167300618,5235873279.074917,5235873279.074917
38,ROCR,0.0002218760127827,0.0035504335306994,0.0148955031060627,5235873279.075045,5235873279.075045
38,MINUS_DI,0.0002219832084211,0.0036008359628153,0.0148991009266031,5235873279.075122,5235873279.075122
24,MACD_Signal,0.0002219912564493,0.0034471031440496,0.0148993710085146,5653451757.62829,5653451757.62829
33,MFI,0.000222006943271,0.0035340192748841,0.0148998974248509,5628606580.7517185,5628606580.7517185
42,WILLR,0.0002220153790046,0.0035408829157319,0.0149001805024177,5235873279.074878,5235873279.074878
31,ROC,0.0002220319671783,0.003498542756769,0.0149007371354034,5628606580.751503,5628606580.751503
28,Chaikin A/D,0.0002220400293937,0.0034609275681269,0.0149010076637023,5628606580.751406,5628606580.751406
40,TRANGE,0.0002221368259517,0.0035651035626653,0.0149042552967865,5235873279.075231,5235873279.075231
37,ADOSC,0.0002221694955666,0.0035748655070679,0.0149053512392918,5235873279.075034,5235873279.075034
27,MFI,0.0002221785927685,0.0034481617592135,0.0149056564018005,5628606580.751425,5628606580.751425
58,APO,0.0002222095488169,0.0034732072715423,0.0149066947650022,5235873279.074609,5235873279.074609
58,PPO,0.0002222095488169,0.0034732072715423,0.0149066947650022,5235873279.074609,5235873279.074609
44,SlowK,0.00022223409139,0.0035913139838871,0.0149075179486744,5235873279.075089,5235873279.075089
36,SAR,0.0002222385582731,0.0035722677304096,0.0149076677677336,4803998326.485713,4803998326.485713
24,OBV,0.0002222597737642,0.0034197240101213,0.0149083793138043,5653451757.628236,5653451757.628236
38,ROC,0.0002222615960033,0.0035539690793903,0.014908440428271,5235873279.075063,5235873279.075063
40,PLUS_DI,0.0002222956541866,0.0035952420473629,0.0149095826295249,5235873279.075412,5235873279.075412
28,PLUS_DI,0.0002223258995745,0.0034347537923904,0.014910596888609,5628606580.751458,5628606580.751458
42,TRANGE,0.0002223395855852,0.0035531744663185,0.0149110558172547,5235873279.075085,5235873279.075085
28,Real Lower Band,0.0002223802404228,0.0034765660525259,0.0149124189997081,5628606580.75141,5628606580.75141
38,LEAD SINE,0.000222441858988,0.0035740231652428,0.0149144848716972,5235873279.075166,5235873279.075166
29,MACD_Signal,0.0002224983878116,0.0034394943544553,0.0149163798494028,5628606580.751084,5628606580.751084
44,NATR,0.0002225001726196,0.0035673731423918,0.0149164396763984,5235873279.075004,5235873279.075004
48,Real Lower Band,0.0002225088869835,0.0034991815493104,0.0149167317795659,5235873279.075043,5235873279.075043
31,SMA_SMA3,0.0002225417142113,0.0035072032698188,0.0149178320881862,5628606580.751324,5628606580.751324
29,KAMA,0.0002225442838356,0.0034678612924316,0.0149179182138674,5628606580.751215,5628606580.751215
62,BOP,0.0002225841072835,0.003487212743801,0.0149192529063467,5235873279.074908,5235873279.074908
35,MAMA,0.0002226093598467,0.0035424948379937,0.0149200991902453,5246700374.676006,5246700374.676006
44,ATR,0.0002226307491331,0.0035692947244773,0.0149208159674033,5235873279.07501,5235873279.07501
28,ROC,0.000222687573535,0.0034623402812201,0.014922720044785,5628606580.751379,5628606580.751379
9,SAR,0.0002227066915131,0.0036090019010027,0.014923360597168,5003705566.28535,5003705566.28535
40,MIDPRICE,0.0002227068397923,0.0035914946838064,0.0149233655651902,5235873279.075229,5235873279.075229
34,NATR,0.0002227703771808,0.0035499072049513,0.0149254942022332,5246700374.675926,5246700374.675926
39,PLUS_DI,0.0002227964085034,0.0035541698742856,0.014926366218993,5235873279.075018,5235873279.075018
27,MIDPRICE,0.0002228095935784,0.0034989890920331,0.0149268078830819,5628606580.751632,5628606580.751632
39,FastK,0.0002228337094812,0.0035699350753449,0.0149276156663169,5235873279.07499,5235873279.07499
32,PLUS_DM,0.0002228441745758,0.0035153641824358,0.0149279661902018,5628606580.751738,5628606580.751738
39,RSI,0.0002228523041843,0.0035640927980686,0.0149282384822982,5235873279.074943,5235873279.074943
38,MACD_Hist,0.00022286796408,0.0035715671472082,0.0149287629788973,5235873279.075109,5235873279.075109
34,ATR,0.0002229101574036,0.0035537926014781,0.0149301760674023,5246700374.675934,5246700374.675934
37,MINUS_DI,0.0002229347851779,0.0035701685058753,0.0149310008096576,5235873279.074969,5235873279.074969
24,MACD,0.0002229418269584,0.0034498812281246,0.0149312366185276,5653451757.628276,5653451757.628276
28,ROCR,0.0002229612288346,0.0034655161518156,0.014931886312004,5628606580.751393,5628606580.751393
35,ATR,0.000222984061381,0.0035713701937948,0.014932650849098,5246700374.675979,5246700374.675979
36,Real Lower Band,0.0002230424808945,0.0035893277078107,0.0149346068208894,5246700374.676299,5246700374.676299
30,ADOSC,0.0002230431652433,0.0035020362480732,0.0149346297323803,5628606580.751621,5628606580.751621
30,KAMA,0.0002230692017865,0.0034721373044491,0.0149355013905315,5628606580.751306,5628606580.751306
37,ATR,0.0002230786161713,0.0036183974029748,0.0149358165552265,5235873279.075096,5235873279.075096
44,KAMA,0.0002230802360498,0.003607980407762,0.0149358707831138,5058308481.575054,5058308481.575054
32,MIDPRICE,0.0002231025400259,0.0035436484609762,0.0149366174224938,5628606580.751611,5628606580.751611
29,MACD,0.000223108100742,0.0034513505573797,0.0149368035650892,5628606580.751103,5628606580.751103
37,MAMA,0.0002231523728966,0.003576985751866,0.0149382854737963,5235873279.075025,5235873279.075025
8,MACD,0.0002231545802619,0.0036158579915509,0.0149383593564349,5003705566.285415,5003705566.285415
8,PPO,0.0002231545802619,0.0036158579915509,0.0149383593564349,5003705566.285415,5003705566.285415
43,PPO,0.0002231831660016,0.0036039752548702,0.0149393161155938,5235873279.075059,5235873279.075059
38,Real Upper Band,0.0002231869013755,0.0035500863568308,0.0149394411333079,5617779485.150924,5617779485.150924
41,Real Lower Band,0.0002232123585052,0.0035460728019242,0.0149402931197886,5235873279.074949,5235873279.074949
44,DX,0.0002232180267799,0.003546522369392,0.01494048281616,5235873279.074967,5235873279.074967
37,NATR,0.0002232616367331,0.0036070254490954,0.0149419422008363,5235873279.075116,5235873279.075116
8,KAMA,0.0002232696669382,0.0036325373930819,0.0149422109119863,5003705566.285545,5003705566.285545
26,MIDPRICE,0.0002232835474102,0.0034540685020525,0.0149426753765925,5628606580.751271,5628606580.751271
60,FastD,0.0002233171286194,0.0034990049154989,0.0149437990022448,5235873279.075021,5235873279.075021
32,MINUS_DI,0.0002233398876954,0.0034984422535457,0.0149445604718065,5628606580.751268,5628606580.751268
38,3. low,0.0002233821354345,0.0035672252272166,0.0149459738871216,5246700374.676087,5246700374.676087
45,WILLR,0.0002234566562694,0.0035409155656683,0.0149484666862325,5235873279.074876,5235873279.074876
25,MIDPRICE,0.0002234614400854,0.0035109244085386,0.0149486266956337,5628606580.751455,5628606580.751455
60,RSI,0.0002234761000543,0.0034987003150388,0.0149491170326002,5235873279.075068,5235873279.075068
58,KAMA,0.0002234836102204,0.0034637393686782,0.0149493682214476,5058308481.574566,5058308481.574566
26,ADOSC,0.0002235075064925,0.0034542926510098,0.0149501674402861,5628606580.751311,5628606580.751311
31,Real Lower Band,0.0002235196245362,0.0035577671227975,0.014950572715995,5628606580.751823,5628606580.751823
34,TRIX,0.0002235240760669,0.0035408659184249,0.0149507215901766,5246700374.675824,5246700374.675824
43,ROCR,0.0002235424842282,0.0036268131935297,0.0149513372053553,5235873279.075084,5235873279.075084
31,DX,0.000223553501547,0.0035262960063173,0.0149517056400601,5628606580.7517805,5628606580.7517805
29,Chaikin A/D,0.0002235860815948,0.0034775356291463,0.0149527951097726,5628606580.751299,5628606580.751299
58,WILLR,0.0002236294155264,0.0034706548830895,0.0149542440640263,5235873279.074622,5235873279.074622
35,MINUS_DI,0.0002237065731247,0.0035789952507731,0.0149568236308627,5246700374.675889,5246700374.675889
28,MFI,0.0002237184501261,0.0034601011044025,0.014957220668498,5628606580.751426,5628606580.751426
40,3. low,0.0002237213594418,0.0035850718128065,0.0149573179227389,5246700374.675853,5246700374.675853
33,SAR,0.0002237379178116,0.003546831233439,0.0149578714331847,4978860389.4081745,4978860389.4081745
35,Real Upper Band,0.0002237895569968,0.0035131603717423,0.0149595974877954,5628606580.751822,5628606580.751822
43,WILLR,0.0002238110860429,0.003598107727502,0.0149603170435306,5235873279.075034,5235873279.075034
38,MFI,0.0002238298185124,0.0035732661324448,0.0149609431023727,5235873279.075147,5235873279.075147
40,Real Upper Band,0.0002238565533772,0.0035601476827344,0.0149618365643149,5617779485.150694,5617779485.150694
35,KAMA,0.0002238577359402,0.0035895857439356,0.0149618760835754,5069135577.176039,5069135577.176039
48,PLUS_DI,0.0002239012201694,0.0034771578911372,0.0149633291806807,5235873279.074816,5235873279.074816
8,Real Lower Band,0.0002239188378833,0.0036857378351405,0.0149639178654302,5003705566.285784,5003705566.285784
41,PPO,0.0002239255127117,0.0035543493424741,0.0149641408945446,5235873279.075091,5235873279.075091
41,APO,0.0002239255127117,0.0035543493424741,0.0149641408945446,5235873279.075091,5235873279.075091
35,PLUS_DM,0.0002240819651072,0.0035601196561011,0.0149693675586913,5246700374.676387,5246700374.676387
60,FAMA,0.0002240841525515,0.0034943845459381,0.0149694406225343,5235873279.075041,5235873279.075041
28,SMA_SMA3,0.000224095249124,0.0034563324478928,0.014969811258797,5628606580.751344,5628606580.751344
24,MIDPRICE,0.0002241054726916,0.0034955121817299,0.014970152727734,5653451757.628471,5653451757.628471
38,SAR,0.0002241113344248,0.0035883622966596,0.0149703485071262,4793171230.884747,4793171230.884747
38,HT_TRENDLINE,0.0002241719399375,0.0035802302583139,0.0149723725553956,5235873279.075197,5235873279.075197
26,NATR,0.0002243170553071,0.0034717937816695,0.0149772178760665,5653451757.628422,5653451757.628422
25,SAR,0.0002243431121951,0.0034665515661767,0.0149780877349256,4978860389.407908,4978860389.407908
25,PHASE,0.0002243570960479,0.003459193701202,0.0149785545380042,5628606580.751322,5628606580.751322
39,APO,0.0002243619871984,0.0035783343865489,0.0149787178088938,5235873279.074973,5235873279.074973
37,OBV,0.0002244039087689,0.0035924253913358,0.0149801171146615,5235873279.075158,5235873279.075158
35,Real Lower Band,0.0002244361152023,0.0035657925955558,0.014981192048776,5246700374.675937,5246700374.675937
40,HT_TRENDLINE,0.0002245098024642,0.00362275043865,0.0149836511726681,5235873279.075378,5235873279.075378
39,HT_DCPHASE,0.0002245105436033,0.0035711061485169,0.0149836759042418,5235873279.075061,5235873279.075061
35,MACD,0.000224626596985,0.0035418635991833,0.0149875480644778,5246700374.675975,5246700374.675975
44,WILLR,0.0002246271271459,0.0036061740917238,0.0149875657511815,5235873279.075133,5235873279.075133
27,PLUS_DM,0.0002246316566076,0.0034888512170918,0.0149877168577361,5628606580.751693,5628606580.751693
38,FastK,0.0002246489763992,0.0035452293637344,0.0149882946461325,5235873279.075073,5235873279.075073
27,SMA_SMA3,0.0002246533644335,0.0034798795080532,0.0149884410274553,5628606580.751237,5628606580.751237
60,ROC,0.0002246886638488,0.0035232073549494,0.0149896185358019,5235873279.075229,5235873279.075229
37,LEAD SINE,0.0002246946288085,0.0036031298379335,0.0149898175041784,5235873279.075239,5235873279.075239
60,MAMA,0.0002247140702038,0.0034880311906125,0.0149904659768747,5235873279.0749445,5235873279.0749445
29,TRIX,0.0002247282384074,0.0034853774283722,0.0149909385432473,5628606580.751219,5628606580.751219
44,MFI,0.000224744385991,0.0035746100711744,0.0149914771117152,5235873279.0750675,5235873279.0750675
28,OBV,0.0002247532621349,0.003447143046579,0.0149917731484607,5628606580.751386,5628606580.751386
18,RSI,0.0002247837375011,0.0035095137822532,0.0149927895170034,5653451757.628423,5653451757.628423
35,MACD_Signal,0.0002247987868734,0.0035427330482688,0.0149932913956023,5246700374.675985,5246700374.675985
39,SAR,0.0002248094171933,0.0035574649363612,0.0149936458939578,4793171230.884569,4793171230.884569
37,SAR,0.0002248105412654,0.0035988542617353,0.0149936833788565,4793171230.884768,4793171230.884768
58,FastK,0.0002248402504296,0.0034749239457395,0.0149946740688042,5235873279.074677,5235873279.074677
48,T3,0.0002248429942029,0.003488530075675,0.0149947655601182,5235873279.074889,5235873279.074889
16,Chaikin A/D,0.0002248475067623,0.0034892452844984,0.0149949160305213,5653451757.628533,5653451757.628533
43,Chaikin A/D,0.0002248709696357,0.003601516966541,0.0149956983710593,5235873279.075101,5235873279.075101
44,FastK,0.0002248752890585,0.0036020402219325,0.0149958423924289,5235873279.075184,5235873279.075184
58,SlowD,0.0002248811942813,0.0034655924997001,0.0149960392864696,5235873279.074648,5235873279.074648
58,RSI,0.0002249398128792,0.0034781291277281,0.0149979936284584,5235873279.074682,5235873279.074682
31,OBV,0.0002249574012552,0.0035229024139145,0.014998579974627,5628606580.751462,5628606580.751462
38,MACD,0.0002249797908596,0.0035575874037351,0.0149993263468616,5235873279.075098,5235873279.075098
60,PPO,0.0002250047865153,0.0035003825589056,0.0150001595496631,5235873279.075093,5235873279.075093
24,FastK,0.0002250081836779,0.0034422707263194,0.0150002727867859,5653451757.62829,5653451757.62829
60,ADX,0.000225023770742,0.0035007039668775,0.0150007923371415,5235873279.075094,5235873279.075094
60,ADXR,0.0002250256801443,0.0035010239399409,0.0150008559803885,5235873279.075094,5235873279.075094
60,APO,0.0002250277932876,0.0035005080598253,0.0150009264143123,5235873279.075093,5235873279.075093
38,MACD_Signal,0.0002250324812048,0.0035544709831629,0.0150010826677572,5235873279.075089,5235873279.075089
29,FastK,0.0002250796559918,0.0034455886825455,0.0150026549647665,5628606580.751112,5628606580.751112
43,NATR,0.0002251097610968,0.0035684369999259,0.0150036582571342,5235873279.075029,5235873279.075029
43,ATR,0.0002251112651553,0.0035685738945895,0.0150037083801075,5235873279.075028,5235873279.075028
